start_stop,vid_cid,label,VAD,text,vid,i,path
[187.2900 - 190.0200],Ses02F_impro03_F023,hap,"[4.7500, 3.2500, 2.2500]",Thank you. Thank you so much.,Ses02F_impro03,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F023.wav
[195.4600 - 201.9000],Ses02F_impro03_F024,exc,"[4.7500, 4.0000, 3.5000]","Oh, you will--You'll find just the right girl.  And she'll be perfect for you and everything will be great.",Ses02F_impro03,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F024.wav
[220.3800 - 222.2400],Ses02F_impro03_F026,hap,"[4.5000, 2.7500, 2.5000]","Yeah, it's pretty good.",Ses02F_impro03,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F026.wav
[225.0487 - 228.4874],Ses02F_impro03_F027,hap,"[4.5000, 3.2500, 2.7500]","Of course, of course--you'll be able to be a part of it.  You can come help me pick my colors.",Ses02F_impro03,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F027.wav
[231.8858 - 240.3492],Ses02F_impro03_F028,exc,"[4.7500, 3.5000, 2.5000]","It's so girly.  I don't even know how to like--It's so weird, but it'll be fun.  My mom will love to be like--she'll get so into it, I'm sure.",Ses02F_impro03,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F028.wav
[240.4223 - 244.0151],Ses02F_impro03_F029,hap,"[4.5000, 3.7500, 3.0000]",She'll be like--flowers and the--,Ses02F_impro03,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F029.wav
[246.6500 - 250.5635],Ses02F_impro03_F030,hap,"[4.5000, 3.5000, 2.2500]","Oh, thank you. [LAUGHTER]",Ses02F_impro03,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F030.wav
[10.8600 - 14.2922],Ses02F_impro03_M001,neu,"[3.5000, 3.0000, 2.2500]","Um, you--",Ses02F_impro03,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M001.wav
[16.7400 - 20.1143],Ses02F_impro03_M002,sur,"[4.2500, 3.7500, 3.2500]",No.  Let me see.,Ses02F_impro03,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M002.wav
[25.7200 - 31.4200],Ses02F_impro03_M004,hap,"[4.5000, 3.5000, 2.5000]",That is great.  You look radiant.  I should've guess.,Ses02F_impro03,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M004.wav
[31.9100 - 34.5281],Ses02F_impro03_M005,exc,"[4.2500, 3.5000, 3.0000]","Well, Tell me about him.  What happened.",Ses02F_impro03,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M005.wav
[69.6500 - 71.3300],Ses02F_impro03_M006,sur,"[4.2500, 4.0000, 2.7500]",What?,Ses02F_impro03,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M006.wav
[81.7153 - 85.5300],Ses02F_impro03_M007,sur,"[4.2500, 3.5000, 2.7500]",That--that is the most romantic thing I have ever heard.,Ses02F_impro03,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M007.wav
[97.2700 - 102.0738],Ses02F_impro03_M009,hap,"[4.0000, 3.2500, 2.5000]","Yeah.  I mean candles wouldn't stay--No, I didn't--I didn't know anything about it.",Ses02F_impro03,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M009.wav
[102.8845 - 106.0600],Ses02F_impro03_M010,hap,"[4.5000, 3.7500, 3.0000]",No. I'm just as happy as you are.  This is--,Ses02F_impro03,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M010.wav
[110.8400 - 114.1900],Ses02F_impro03_M011,hap,"[4.2500, 3.7500, 2.7500]","So, I mean--it's good though.",Ses02F_impro03,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M011.wav
[116.7300 - 121.8195],Ses02F_impro03_M012,exc,"[4.5000, 4.5000, 2.7500]","Yeah, I know.  Wow.  I'm shaking.  I can't even--",Ses02F_impro03,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M012.wav
[130.9859 - 137.0738],Ses02F_impro03_M013,neu,"[4.0000, 3.0000, 2.5000]","Oh. Do they--do they know yet? Have you told them? Oh, that's--",Ses02F_impro03,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M013.wav
[139.8700 - 141.3100],Ses02F_impro03_M014,neu,"[4.0000, 2.5000, 2.2500]",That's great.  Yeah.,Ses02F_impro03,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M014.wav
[145.5923 - 149.6643],Ses02F_impro03_M015,neu,"[4.0000, 2.7500, 2.2500]",Okay. You know--you know where?  Or--,Ses02F_impro03,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M015.wav
[153.6844 - 156.4834],Ses02F_impro03_M016,neu,"[4.0000, 3.0000, 2.5000]","Uh, huh. I mean, you know, it's spring--It'll be--",Ses02F_impro03,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M016.wav
[164.5900 - 166.0400],Ses02F_impro03_M017,neu,"[3.7500, 2.7500, 2.5000]",Spring's nice though.,Ses02F_impro03,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M017.wav
[175.7300 - 179.5900],Ses02F_impro03_M018,neu,"[4.0000, 3.2500, 2.5000]","Yeah, that is--how long you guys been together now?",Ses02F_impro03,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M018.wav
[179.8800 - 188.4736],Ses02F_impro03_M019,hap,"[4.2500, 3.5000, 3.0000]",Okay.  All right.  So-[LAUGHTER]-quite a while.  I mean--That's-  That's good.  I'm so happy for you. [LAUGHTER],Ses02F_impro03,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M019.wav
[189.3800 - 195.6500],Ses02F_impro03_M020,hap,"[4.0000, 2.7500, 2.7500]","Yeah, I'd love to be in that same situation some day, but, wow- so-",Ses02F_impro03,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M020.wav
[207.5653 - 211.0588],Ses02F_impro03_M022,hap,"[4.0000, 3.2500, 3.0000]","Oh, I approve. I-[LAUGHTER]-I more than approve.",Ses02F_impro03,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M022.wav
[211.0776 - 220.7400],Ses02F_impro03_M023,hap,"[4.2500, 3.7500, 2.7500]","I mean, I'm surprised he didn't, ya know--go get a plane to fly over and shine--But candles on the beach, that's okay too I guess--",Ses02F_impro03,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M023.wav
[221.5200 - 225.7700],Ses02F_impro03_M024,exc,"[4.0000, 4.2500, 3.2500]","Well--can--I mean, let me know--I want- I want invitations and--",Ses02F_impro03,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M024.wav
[228.1400 - 233.2000],Ses02F_impro03_M025,exc,"[4.0000, 3.5000, 2.7500]","Oh, yes.  This is the whole [GARBAGE]",Ses02F_impro03,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M025.wav
[244.0986 - 246.8500],Ses02F_impro03_M026,hap,"[4.0000, 2.7500, 2.5000]","It'll be good.  Wow, that's great.",Ses02F_impro03,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M026.wav
[9.6322 - 19.0420],Ses02F_impro04_F000,fru,"[2.0000, 2.5000, 4.0000]",I'm--every lead that I get ends up just being a dead end.  You know what I mean.  People are sick of me calling--,Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F000.wav
[24.6700 - 28.9797],Ses02F_impro04_F001,fru,"[2.0000, 2.5000, 4.0000]","Yeah, but it--I mean it's the same response you get over and over again.  Like--",Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F001.wav
[29.0536 - 34.9600],Ses02F_impro04_F002,fru,"[2.0000, 2.0000, 4.0000]","Oh, we're not hiring at this time or thank you, we already have your information on file--We'll call you when we're ready.",Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F002.wav
[39.1700 - 46.3474],Ses02F_impro04_F003,fru,"[1.5000, 2.5000, 4.5000]","But, it's been so long, like--I mine as well just take a job at McDonald's.  Like, I don't--",Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F003.wav
[48.7571 - 54.0980],Ses02F_impro04_F004,fru,"[2.0000, 3.0000, 4.5000]","I just--I can't do it anymore.  Like, it just takes it out of you--",Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F004.wav
[63.8300 - 74.6400],Ses02F_impro04_F005,fru,"[1.5000, 2.0000, 4.0000]",I just keep getting rejected.  I just keep getting rejected over and over and over again and it starts to make you feel like there must be something wrong with you that you can't get a job.,Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F005.wav
[80.3700 - 91.5702],Ses02F_impro04_F006,fru,"[2.0000, 4.0000, 4.0000]","Yeah, but maybe--if just because it's competitive, like maybe I'm just not good enough.  Maybe the level is here and I'm here and there's just no way I'm ever gonna do that--",Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F006.wav
[102.4700 - 111.8000],Ses02F_impro04_F007,fru,"[2.0000, 3.5000, 4.0000]","I didn't have like one of those starts, you know, like a family member who was already in the business or something you know that could like give me a helping hand.",Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F007.wav
[117.2799 - 129.1165],Ses02F_impro04_F008,fru,"[1.5000, 4.0000, 5.0000]","It's just so frustrating.  Like, I just--I just don't wanna do it anymore.  You know?  I just don't wanna like hit the pavement every single day with my resumes and going out there all the time.  You know, it's just like--",Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F008.wav
[132.9672 - 135.2700],Ses02F_impro04_F009,sad,"[2.0000, 2.0000, 3.5000]",I feel so worthless.,Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F009.wav
[150.3800 - 156.5983],Ses02F_impro04_F010,fru,"[1.5000, 2.5000, 4.0000]",And what would make you say that?  There doesn't seem to be any indicators that anything's going to get better.,Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F010.wav
[173.3600 - 192.9300],Ses02F_impro04_F011,fru,"[1.5000, 4.0000, 4.5000]","It's just really hard.  I feel like their starting to get like a personal prejudice against me.  You know what I mean?  Like it's like suddenly it starts to feel like it's just you that they say no to and it's not that they're not taking applications and it's not that they're not hiring people, it's just you particularly they have some particular reason for just hating you.  You know?",Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F011.wav
[204.9700 - 207.2100],Ses02F_impro04_F012,fru,"[2.0000, 3.5000, 3.5000]",Or they'll never talk to me again.,Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F012.wav
[212.2790 - 229.8000],Ses02F_impro04_F013,fru,"[1.5000, 3.0000, 4.0000]","I-I just I think maybe I should try something else.  I mean, I-I don't know.  All growing up this is the only thing that I ever wanted to do and yet I can't.  I'm not physically able apparently.  I mean--",Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F013.wav
[242.0100 - 248.8300],Ses02F_impro04_F014,fru,"[2.0000, 3.0000, 4.0000]","I guess the money shouldn't matter to me, but--Somehow it does.  You know? It's not like I do it for the money, but",Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F014.wav
[248.8600 - 256.9182],Ses02F_impro04_F015,fru,"[2.0000, 3.5000, 4.5000]","you have to--I mean, if you're hired by somebody, then you're not a professional, you're an amateur and that means that you're not good enough.",Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F015.wav
[266.3000 - 274.1700],Ses02F_impro04_F016,sad,"[1.5000, 2.0000, 3.0000]","I just wanna crawl in a hole, you know.  Like it just makes you not wanna even open your eyes in the morning.",Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F016.wav
[5.1392 - 9.5052],Ses02F_impro04_M000,neu,"[3.0000, 3.5000, 2.5000]","So, uh, so how's it been going?  I mean, you have any needs or anything?",Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M000.wav
[19.1897 - 25.4800],Ses02F_impro04_M001,neu,"[2.5000, 3.5000, 4.0000]","No.  You can't think that way.  I mean it's good--it's good that you're--that you're calling, you know. you can't",Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M001.wav
[45.8486 - 49.2500],Ses02F_impro04_M003,neu,"[2.0000, 3.5000, 3.0000]","No, come on.  Don't [GARBAGE]",Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M003.wav
[52.9062 - 65.8663],Ses02F_impro04_M004,neu,"[2.0000, 4.0000, 4.5000]","I know.  I know. It's hard, but you just--you gotta keep going.  I mean, you've been going at it for so long, you know.  Something is definitely going to come up.  I-I know it will, because you're a good worker--",Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M004.wav
[74.5400 - 82.1500],Ses02F_impro04_M005,neu,"[2.5000, 3.5000, 4.0000]","No.  It's--I mean, it's competitive, you know.  That's-That's what it is.  that's what you gotta be is competitive.",Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M005.wav
[89.4093 - 97.0700],Ses02F_impro04_M006,neu,"[2.5000, 4.0000, 4.0000]","There...There are plenty of people out there with--with like, good jobs, you know, that are a lot...",Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M006.wav
[97.1700 - 104.0000],Ses02F_impro04_M007,neu,"[4.0000, 3.5000, 4.0000]",...dumber than you.  I mean they're a lot worse off than you.  You are much better off than like a lot of those people in there. I know,Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M007.wav
[111.5500 - 116.4043],Ses02F_impro04_M008,neu,"[2.0000, 2.5000, 3.5000]","I know.  It makes it harder.  I mean it's definitely who you know in a lot of cases, but--",Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M008.wav
[129.3592 - 135.0900],Ses02F_impro04_M009,neu,"[2.0000, 3.0000, 3.5000]","But you gotta.  Otherwise, what is--what's your other option?",Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M009.wav
[135.8500 - 145.0570],Ses02F_impro04_M010,neu,"[2.5000, 3.5000, 4.0000]","It's not worthless 'cause it's definitely gonna--it's definitely gonna pay off.  I know it.  I mean, I can--I've just--I've seen your work etiquette.  You know, you're a good worker and...",Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M010.wav
[145.0670 - 151.0500],Ses02F_impro04_M011,neu,"[3.0000, 3.5000, 4.0000]",... and there's no reason that--that something won't come up like really soon.  All right?  So you just gotta--,Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M011.wav
[156.7354 - 174.3532],Ses02F_impro04_M012,neu,"[4.0000, 4.0000, 4.5000]","Because I know you.  You know, and maybe once you get to know some more people, like talking to them and everything, they'll get to know you too and they'll realize they should've hired you three years ago.  You know? but  And- and they'll finally come around and believe me--it'll--you gotta-",Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M012.wav
[192.8400 - 205.9900],Ses02F_impro04_M013,neu,"[3.5000, 4.0000, 4.0000]","Well maybe yeah, but maybe you get to that point where it's like you bug 'em and then they just don't wanna hear from you anymore, but you keep bugging them and bugging them and then it's gonna annoy them so much that they're gonna be like all right fine. you know",Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M013.wav
[207.1941 - 212.1841],Ses02F_impro04_M014,fru,"[3.0000, 3.5000, 2.0000]","Or, well, no.  Okay. you -[GARBAGE]",Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M014.wav
[229.5000 - 242.2700],Ses02F_impro04_M015,neu,"[3.5000, 3.5000, 4.0000]","That obviously that's not true though.  I mean, you've done this before.  You've done all the work like this before, you know, and and you've gotten people saying oh, you're so good and like you know--",Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M015.wav
[244.7900 - 245.9000],Ses02F_impro04_M016,neu,"[3.0000, 2.5000, 2.5000]",Right.,Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M016.wav
[245.9700 - 248.0000],Ses02F_impro04_M017,neu,"[3.0000, 2.5000, 3.5000]","Well, you've gotta live.",Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M017.wav
[257.1676 - 266.4900],Ses02F_impro04_M018,neu,"[2.0000, 4.0000, 4.0000]","I mean, it's just, it's really--I don't know, yeah, it's about their opinions and it's about, I don't know, just getting yourself out there and--",Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M018.wav
[271.6900 - 277.0401],Ses02F_impro04_M019,neu,"[2.0000, 3.0000, 3.0000]","Well, come on, come on.  Thinking about it like this is definitely not gonna help either though.",Ses02F_impro04,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M019.wav
[4.1392 - 7.7911],Ses02F_impro05_F000,neu,"[3.5000, 3.0000, 2.5000]","Hi, um, excuse me, I believe that the airline lost my baggage.",Ses02F_impro05,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F000.wav
[11.4300 - 18.7200],Ses02F_impro05_F001,neu,"[3.0000, 3.0000, 2.5000]","No, it didn't. um It didn't come out and I don't see it anywhere around here, so what can you do about that?",Ses02F_impro05,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F001.wav
[26.7500 - 29.3700],Ses02F_impro05_F002,sur,"[2.0000, 2.5000, 2.5000]",Some problems?  What is that supposed to mean?,Ses02F_impro05,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F002.wav
[35.2000 - 39.8027],Ses02F_impro05_F003,sur,"[2.5000, 3.5000, 3.0000]",How do you lose a suitcase?  A huge suitcase?,Ses02F_impro05,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F003.wav
[52.6500 - 54.1100],Ses02F_impro05_F004,neu,"[3.0000, 2.5000, 2.5000]",How much?,Ses02F_impro05,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F004.wav
[59.0600 - 74.7800],Ses02F_impro05_F005,sur,"[1.5000, 4.0000, 4.0000]","Fifty dollars?  For my suitcase?  I mean, the suitcase itself was like a hundred and fifty dollar just for the suitcase, but all the things inside, all my clothes, all my personal belongings, the sentimental value, not to mention, which is more-more than all of that together.",Ses02F_impro05,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F005.wav
[82.2900 - 90.6800],Ses02F_impro05_F006,ang,"[2.0000, 4.5000, 4.0000]","That's all, that's all, that's all you're going to do is just give me fifty dollars and say go have fun on your vacation without any of your stuff?",Ses02F_impro05,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F006.wav
[95.4200 - 101.5979],Ses02F_impro05_F007,fru,"[2.5000, 4.0000, 4.0000]","Yes, yes, I would like to file a claim, but what are you gonna--I mean, is it just gonna show up magically out of nowhere?",Ses02F_impro05,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F007.wav
[121.6100 - 124.5700],Ses02F_impro05_F010,ang,"[2.0000, 4.0000, 3.5000]","Because you don't seem to care very much, you know.",Ses02F_impro05,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F010.wav
[130.4200 - 132.3500],Ses02F_impro05_F011,fru,"[2.5000, 3.0000, 3.0000]",I didn't sign anything.,Ses02F_impro05,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F011.wav
[163.6300 - 176.7571],Ses02F_impro05_F013,fru,"[2.0000, 3.5000, 3.5000]","[BREATHING] Well, sure, yeah, I guess I'll go buy dinner and then be--have nothing for the rest of my entire vacation.  I'm supposed to be here for three weeks.  What am I gonna do without anything for three weeks?",Ses02F_impro05,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F013.wav
[179.5400 - 182.6500],Ses02F_impro05_F014,fru,"[1.5000, 3.5000, 3.0000]",But fifty dollars isn't going to get me anything.,Ses02F_impro05,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F014.wav
[189.5600 - 192.5100],Ses02F_impro05_F015,fru,"[2.0000, 2.5000, 3.5000]",Isn't there anything else you can do?,Ses02F_impro05,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F015.wav
[194.0678 - 206.9469],Ses02F_impro05_F016,fru,"[1.5000, 3.5000, 3.5000]","I mean, is there somebody you can call?  Or the guy that put the stuff on the--on the plane.  I mean, are they--they must be really irresponsible to have just disappeared my baggage.  I mean, did it get stolen?",Ses02F_impro05,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F016.wav
[217.0900 - 224.4595],Ses02F_impro05_F017,fru,"[2.0000, 3.5000, 3.5000]","Yeah, I'm sure you -- You're like, hmm, do you take baggage?  No.  Oh, okay, thanks.  Great.  I mean how--",Ses02F_impro05,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F017.wav
[225.4900 - 227.9400],Ses02F_impro05_F018,fru,"[2.0000, 2.5000, 4.0000]",There needs to be better security here.,Ses02F_impro05,2,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F018.wav
