vid_cid,label,VAD,text,vid,por,score_label,meld_label
Ses02F_impro04_F003,fru,"[2.0000, 2.5000, 4.0000]","Yeah, but it--I mean it's the same response you get over and over again.  Like-- Oh, we're not hiring at this time or thank you, we already have your information on file--We'll call you when we're ready. But, it's been so long, like--I mine as well just take a job at McDonald's.  Like, I don't-- I just--I can't do it anymore.  Like, it just takes it out of you-- I just keep getting rejected.  I just keep getting rejected over and over and over again and it starts to make you feel like there must be something wrong with you that you can't get a job.",Ses02F_impro04,negative,-2.0,fear
Ses02F_impro04_F004,fru,"[2.0000, 2.5000, 4.0000]","Oh, we're not hiring at this time or thank you, we already have your information on file--We'll call you when we're ready. But, it's been so long, like--I mine as well just take a job at McDonald's.  Like, I don't-- I just--I can't do it anymore.  Like, it just takes it out of you-- I just keep getting rejected.  I just keep getting rejected over and over and over again and it starts to make you feel like there must be something wrong with you that you can't get a job. Yeah, but maybe--if just because it's competitive, like maybe I'm just not good enough.  Maybe the level is here and I'm here and there's just no way I'm ever gonna do that--",Ses02F_impro04,negative,-2.0,fear
Ses02F_impro04_F005,fru,"[2.0000, 2.5000, 4.0000]","But, it's been so long, like--I mine as well just take a job at McDonald's.  Like, I don't-- I just--I can't do it anymore.  Like, it just takes it out of you-- I just keep getting rejected.  I just keep getting rejected over and over and over again and it starts to make you feel like there must be something wrong with you that you can't get a job. Yeah, but maybe--if just because it's competitive, like maybe I'm just not good enough.  Maybe the level is here and I'm here and there's just no way I'm ever gonna do that-- I didn't have like one of those starts, you know, like a family member who was already in the business or something you know that could like give me a helping hand.",Ses02F_impro04,negative,-2.0,fear
Ses02F_impro04_F006,fru,"[2.0000, 2.5000, 4.0000]","I just--I can't do it anymore.  Like, it just takes it out of you-- I just keep getting rejected.  I just keep getting rejected over and over and over again and it starts to make you feel like there must be something wrong with you that you can't get a job. Yeah, but maybe--if just because it's competitive, like maybe I'm just not good enough.  Maybe the level is here and I'm here and there's just no way I'm ever gonna do that-- I didn't have like one of those starts, you know, like a family member who was already in the business or something you know that could like give me a helping hand. It's just so frustrating.  Like, I just--I just don't wanna do it anymore.  You know?  I just don't wanna like hit the pavement every single day with my resumes and going out there all the time.  You know, it's just like--",Ses02F_impro04,negative,-2.0,fear
Ses02F_impro04_F007,fru,"[2.0000, 2.5000, 4.0000]","I just keep getting rejected.  I just keep getting rejected over and over and over again and it starts to make you feel like there must be something wrong with you that you can't get a job. Yeah, but maybe--if just because it's competitive, like maybe I'm just not good enough.  Maybe the level is here and I'm here and there's just no way I'm ever gonna do that-- I didn't have like one of those starts, you know, like a family member who was already in the business or something you know that could like give me a helping hand. It's just so frustrating.  Like, I just--I just don't wanna do it anymore.  You know?  I just don't wanna like hit the pavement every single day with my resumes and going out there all the time.  You know, it's just like-- I feel so worthless.",Ses02F_impro04,negative,-2.0,fear
Ses02F_impro04_F008,fru,"[2.0000, 2.5000, 4.0000]","Yeah, but maybe--if just because it's competitive, like maybe I'm just not good enough.  Maybe the level is here and I'm here and there's just no way I'm ever gonna do that-- I didn't have like one of those starts, you know, like a family member who was already in the business or something you know that could like give me a helping hand. It's just so frustrating.  Like, I just--I just don't wanna do it anymore.  You know?  I just don't wanna like hit the pavement every single day with my resumes and going out there all the time.  You know, it's just like-- I feel so worthless. And what would make you say that?  There doesn't seem to be any indicators that anything's going to get better.",Ses02F_impro04,negative,-2.0,fear
Ses02F_impro04_F009,sad,"[2.0000, 2.5000, 4.0000]","I didn't have like one of those starts, you know, like a family member who was already in the business or something you know that could like give me a helping hand. It's just so frustrating.  Like, I just--I just don't wanna do it anymore.  You know?  I just don't wanna like hit the pavement every single day with my resumes and going out there all the time.  You know, it's just like-- I feel so worthless. And what would make you say that?  There doesn't seem to be any indicators that anything's going to get better. It's just really hard.  I feel like their starting to get like a personal prejudice against me.  You know what I mean?  Like it's like suddenly it starts to feel like it's just you that they say no to and it's not that they're not taking applications and it's not that they're not hiring people, it's just you particularly they have some particular reason for just hating you.  You know?",Ses02F_impro04,negative,-2.0,fear
Ses02F_impro04_F010,fru,"[2.0000, 2.5000, 4.0000]","It's just so frustrating.  Like, I just--I just don't wanna do it anymore.  You know?  I just don't wanna like hit the pavement every single day with my resumes and going out there all the time.  You know, it's just like-- I feel so worthless. And what would make you say that?  There doesn't seem to be any indicators that anything's going to get better. It's just really hard.  I feel like their starting to get like a personal prejudice against me.  You know what I mean?  Like it's like suddenly it starts to feel like it's just you that they say no to and it's not that they're not taking applications and it's not that they're not hiring people, it's just you particularly they have some particular reason for just hating you.  You know? Or they'll never talk to me again.",Ses02F_impro04,negative,-2.0,fear
Ses02F_impro04_F011,fru,"[2.0000, 2.5000, 4.0000]","I feel so worthless. And what would make you say that?  There doesn't seem to be any indicators that anything's going to get better. It's just really hard.  I feel like their starting to get like a personal prejudice against me.  You know what I mean?  Like it's like suddenly it starts to feel like it's just you that they say no to and it's not that they're not taking applications and it's not that they're not hiring people, it's just you particularly they have some particular reason for just hating you.  You know? Or they'll never talk to me again. I-I just I think maybe I should try something else.  I mean, I-I don't know.  All growing up this is the only thing that I ever wanted to do and yet I can't.  I'm not physically able apparently.  I mean--",Ses02F_impro04,negative,-2.0,fear
Ses02F_impro04_F012,fru,"[2.0000, 2.5000, 4.0000]","And what would make you say that?  There doesn't seem to be any indicators that anything's going to get better. It's just really hard.  I feel like their starting to get like a personal prejudice against me.  You know what I mean?  Like it's like suddenly it starts to feel like it's just you that they say no to and it's not that they're not taking applications and it's not that they're not hiring people, it's just you particularly they have some particular reason for just hating you.  You know? Or they'll never talk to me again. I-I just I think maybe I should try something else.  I mean, I-I don't know.  All growing up this is the only thing that I ever wanted to do and yet I can't.  I'm not physically able apparently.  I mean-- I guess the money shouldn't matter to me, but--Somehow it does.  You know? It's not like I do it for the money, but",Ses02F_impro04,negative,-2.0,fear
Ses02F_impro04_F013,fru,"[2.0000, 2.5000, 4.0000]","It's just really hard.  I feel like their starting to get like a personal prejudice against me.  You know what I mean?  Like it's like suddenly it starts to feel like it's just you that they say no to and it's not that they're not taking applications and it's not that they're not hiring people, it's just you particularly they have some particular reason for just hating you.  You know? Or they'll never talk to me again. I-I just I think maybe I should try something else.  I mean, I-I don't know.  All growing up this is the only thing that I ever wanted to do and yet I can't.  I'm not physically able apparently.  I mean-- I guess the money shouldn't matter to me, but--Somehow it does.  You know? It's not like I do it for the money, but you have to--I mean, if you're hired by somebody, then you're not a professional, you're an amateur and that means that you're not good enough.",Ses02F_impro04,negative,-2.0,fear
Ses02F_impro04_F014,fru,"[2.0000, 2.5000, 4.0000]","Or they'll never talk to me again. I-I just I think maybe I should try something else.  I mean, I-I don't know.  All growing up this is the only thing that I ever wanted to do and yet I can't.  I'm not physically able apparently.  I mean-- I guess the money shouldn't matter to me, but--Somehow it does.  You know? It's not like I do it for the money, but you have to--I mean, if you're hired by somebody, then you're not a professional, you're an amateur and that means that you're not good enough. I just wanna crawl in a hole, you know.  Like it just makes you not wanna even open your eyes in the morning.",Ses02F_impro04,negative,-2.0,fear
Ses02F_impro04_F015,fru,"[2.0000, 2.5000, 4.0000]","I-I just I think maybe I should try something else.  I mean, I-I don't know.  All growing up this is the only thing that I ever wanted to do and yet I can't.  I'm not physically able apparently.  I mean-- I guess the money shouldn't matter to me, but--Somehow it does.  You know? It's not like I do it for the money, but you have to--I mean, if you're hired by somebody, then you're not a professional, you're an amateur and that means that you're not good enough. I just wanna crawl in a hole, you know.  Like it just makes you not wanna even open your eyes in the morning.",Ses02F_impro04,negative,-2.0,fear
Ses02F_impro04_F016,sad,"[2.0000, 2.5000, 4.0000]","I guess the money shouldn't matter to me, but--Somehow it does.  You know? It's not like I do it for the money, but you have to--I mean, if you're hired by somebody, then you're not a professional, you're an amateur and that means that you're not good enough. I just wanna crawl in a hole, you know.  Like it just makes you not wanna even open your eyes in the morning.",Ses02F_impro04,negative,-2.0,fear
Ses02F_impro04_M000,neu,"[3.0000, 3.5000, 2.5000]","So, uh, so how's it been going?  I mean, you have any needs or anything? No.  You can't think that way.  I mean it's good--it's good that you're--that you're calling, you know. you can't No, come on.  Don't [GARBAGE]",Ses02F_impro04,neutral,0.0,neutral
Ses02F_impro04_M001,neu,"[3.0000, 3.5000, 2.5000]","So, uh, so how's it been going?  I mean, you have any needs or anything? No.  You can't think that way.  I mean it's good--it's good that you're--that you're calling, you know. you can't No, come on.  Don't [GARBAGE] I know.  I know. It's hard, but you just--you gotta keep going.  I mean, you've been going at it for so long, you know.  Something is definitely going to come up.  I-I know it will, because you're a good worker--",Ses02F_impro04,neutral,0.0,neutral
Ses02F_impro04_M003,neu,"[3.0000, 3.5000, 2.5000]","So, uh, so how's it been going?  I mean, you have any needs or anything? No.  You can't think that way.  I mean it's good--it's good that you're--that you're calling, you know. you can't No, come on.  Don't [GARBAGE] I know.  I know. It's hard, but you just--you gotta keep going.  I mean, you've been going at it for so long, you know.  Something is definitely going to come up.  I-I know it will, because you're a good worker-- No.  It's--I mean, it's competitive, you know.  That's-That's what it is.  that's what you gotta be is competitive.",Ses02F_impro04,neutral,0.0,neutral
Ses02F_impro04_M004,neu,"[3.0000, 3.5000, 2.5000]","No.  You can't think that way.  I mean it's good--it's good that you're--that you're calling, you know. you can't No, come on.  Don't [GARBAGE] I know.  I know. It's hard, but you just--you gotta keep going.  I mean, you've been going at it for so long, you know.  Something is definitely going to come up.  I-I know it will, because you're a good worker-- No.  It's--I mean, it's competitive, you know.  That's-That's what it is.  that's what you gotta be is competitive. There...There are plenty of people out there with--with like, good jobs, you know, that are a lot...",Ses02F_impro04,neutral,0.0,neutral
Ses02F_impro04_M005,neu,"[3.0000, 3.5000, 2.5000]","No, come on.  Don't [GARBAGE] I know.  I know. It's hard, but you just--you gotta keep going.  I mean, you've been going at it for so long, you know.  Something is definitely going to come up.  I-I know it will, because you're a good worker-- No.  It's--I mean, it's competitive, you know.  That's-That's what it is.  that's what you gotta be is competitive. There...There are plenty of people out there with--with like, good jobs, you know, that are a lot... ...dumber than you.  I mean they're a lot worse off than you.  You are much better off than like a lot of those people in there. I know",Ses02F_impro04,neutral,0.0,neutral
Ses02F_impro04_M006,neu,"[3.0000, 3.5000, 2.5000]","I know.  I know. It's hard, but you just--you gotta keep going.  I mean, you've been going at it for so long, you know.  Something is definitely going to come up.  I-I know it will, because you're a good worker-- No.  It's--I mean, it's competitive, you know.  That's-That's what it is.  that's what you gotta be is competitive. There...There are plenty of people out there with--with like, good jobs, you know, that are a lot... ...dumber than you.  I mean they're a lot worse off than you.  You are much better off than like a lot of those people in there. I know I know.  It makes it harder.  I mean it's definitely who you know in a lot of cases, but--",Ses02F_impro04,neutral,0.0,neutral
Ses02F_impro04_M007,neu,"[3.0000, 3.5000, 2.5000]","No.  It's--I mean, it's competitive, you know.  That's-That's what it is.  that's what you gotta be is competitive. There...There are plenty of people out there with--with like, good jobs, you know, that are a lot... ...dumber than you.  I mean they're a lot worse off than you.  You are much better off than like a lot of those people in there. I know I know.  It makes it harder.  I mean it's definitely who you know in a lot of cases, but-- But you gotta.  Otherwise, what is--what's your other option?",Ses02F_impro04,neutral,0.0,neutral
Ses02F_impro04_M008,neu,"[3.0000, 3.5000, 2.5000]","There...There are plenty of people out there with--with like, good jobs, you know, that are a lot... ...dumber than you.  I mean they're a lot worse off than you.  You are much better off than like a lot of those people in there. I know I know.  It makes it harder.  I mean it's definitely who you know in a lot of cases, but-- But you gotta.  Otherwise, what is--what's your other option? It's not worthless 'cause it's definitely gonna--it's definitely gonna pay off.  I know it.  I mean, I can--I've just--I've seen your work etiquette.  You know, you're a good worker and...",Ses02F_impro04,neutral,0.0,neutral
Ses02F_impro04_M009,neu,"[3.0000, 3.5000, 2.5000]","...dumber than you.  I mean they're a lot worse off than you.  You are much better off than like a lot of those people in there. I know I know.  It makes it harder.  I mean it's definitely who you know in a lot of cases, but-- But you gotta.  Otherwise, what is--what's your other option? It's not worthless 'cause it's definitely gonna--it's definitely gonna pay off.  I know it.  I mean, I can--I've just--I've seen your work etiquette.  You know, you're a good worker and... ... and there's no reason that--that something won't come up like really soon.  All right?  So you just gotta--",Ses02F_impro04,neutral,0.0,neutral
Ses02F_impro04_M010,neu,"[3.0000, 3.5000, 2.5000]","I know.  It makes it harder.  I mean it's definitely who you know in a lot of cases, but-- But you gotta.  Otherwise, what is--what's your other option? It's not worthless 'cause it's definitely gonna--it's definitely gonna pay off.  I know it.  I mean, I can--I've just--I've seen your work etiquette.  You know, you're a good worker and... ... and there's no reason that--that something won't come up like really soon.  All right?  So you just gotta-- Because I know you.  You know, and maybe once you get to know some more people, like talking to them and everything, they'll get to know you too and they'll realize they should've hired you three years ago.  You know? but  And- and they'll finally come around and believe me--it'll--you gotta-",Ses02F_impro04,neutral,0.0,neutral
Ses02F_impro04_M011,neu,"[3.0000, 3.5000, 2.5000]","But you gotta.  Otherwise, what is--what's your other option? It's not worthless 'cause it's definitely gonna--it's definitely gonna pay off.  I know it.  I mean, I can--I've just--I've seen your work etiquette.  You know, you're a good worker and... ... and there's no reason that--that something won't come up like really soon.  All right?  So you just gotta-- Because I know you.  You know, and maybe once you get to know some more people, like talking to them and everything, they'll get to know you too and they'll realize they should've hired you three years ago.  You know? but  And- and they'll finally come around and believe me--it'll--you gotta- Well maybe yeah, but maybe you get to that point where it's like you bug 'em and then they just don't wanna hear from you anymore, but you keep bugging them and bugging them and then it's gonna annoy them so much that they're gonna be like all right fine. you know",Ses02F_impro04,neutral,0.0,neutral
Ses02F_impro04_M012,neu,"[3.0000, 3.5000, 2.5000]","It's not worthless 'cause it's definitely gonna--it's definitely gonna pay off.  I know it.  I mean, I can--I've just--I've seen your work etiquette.  You know, you're a good worker and... ... and there's no reason that--that something won't come up like really soon.  All right?  So you just gotta-- Because I know you.  You know, and maybe once you get to know some more people, like talking to them and everything, they'll get to know you too and they'll realize they should've hired you three years ago.  You know? but  And- and they'll finally come around and believe me--it'll--you gotta- Well maybe yeah, but maybe you get to that point where it's like you bug 'em and then they just don't wanna hear from you anymore, but you keep bugging them and bugging them and then it's gonna annoy them so much that they're gonna be like all right fine. you know Or, well, no.  Okay. you -[GARBAGE]",Ses02F_impro04,neutral,0.0,neutral
Ses02F_impro04_M013,neu,"[3.0000, 3.5000, 2.5000]","... and there's no reason that--that something won't come up like really soon.  All right?  So you just gotta-- Because I know you.  You know, and maybe once you get to know some more people, like talking to them and everything, they'll get to know you too and they'll realize they should've hired you three years ago.  You know? but  And- and they'll finally come around and believe me--it'll--you gotta- Well maybe yeah, but maybe you get to that point where it's like you bug 'em and then they just don't wanna hear from you anymore, but you keep bugging them and bugging them and then it's gonna annoy them so much that they're gonna be like all right fine. you know Or, well, no.  Okay. you -[GARBAGE] That obviously that's not true though.  I mean, you've done this before.  You've done all the work like this before, you know, and and you've gotten people saying oh, you're so good and like you know--",Ses02F_impro04,neutral,0.0,neutral
Ses02F_impro04_M014,fru,"[3.0000, 3.5000, 2.5000]","Because I know you.  You know, and maybe once you get to know some more people, like talking to them and everything, they'll get to know you too and they'll realize they should've hired you three years ago.  You know? but  And- and they'll finally come around and believe me--it'll--you gotta- Well maybe yeah, but maybe you get to that point where it's like you bug 'em and then they just don't wanna hear from you anymore, but you keep bugging them and bugging them and then it's gonna annoy them so much that they're gonna be like all right fine. you know Or, well, no.  Okay. you -[GARBAGE] That obviously that's not true though.  I mean, you've done this before.  You've done all the work like this before, you know, and and you've gotten people saying oh, you're so good and like you know-- Right.",Ses02F_impro04,neutral,0.0,neutral
Ses02F_impro04_M015,neu,"[3.0000, 3.5000, 2.5000]","Well maybe yeah, but maybe you get to that point where it's like you bug 'em and then they just don't wanna hear from you anymore, but you keep bugging them and bugging them and then it's gonna annoy them so much that they're gonna be like all right fine. you know Or, well, no.  Okay. you -[GARBAGE] That obviously that's not true though.  I mean, you've done this before.  You've done all the work like this before, you know, and and you've gotten people saying oh, you're so good and like you know-- Right. Well, you've gotta live.",Ses02F_impro04,neutral,0.0,neutral
Ses02F_impro04_M016,neu,"[3.0000, 3.5000, 2.5000]","Or, well, no.  Okay. you -[GARBAGE] That obviously that's not true though.  I mean, you've done this before.  You've done all the work like this before, you know, and and you've gotten people saying oh, you're so good and like you know-- Right. Well, you've gotta live. I mean, it's just, it's really--I don't know, yeah, it's about their opinions and it's about, I don't know, just getting yourself out there and--",Ses02F_impro04,neutral,0.0,neutral
Ses02F_impro04_M017,neu,"[3.0000, 3.5000, 2.5000]","That obviously that's not true though.  I mean, you've done this before.  You've done all the work like this before, you know, and and you've gotten people saying oh, you're so good and like you know-- Right. Well, you've gotta live. I mean, it's just, it's really--I don't know, yeah, it's about their opinions and it's about, I don't know, just getting yourself out there and-- Well, come on, come on.  Thinking about it like this is definitely not gonna help either though.",Ses02F_impro04,neutral,0.0,neutral
Ses02F_impro04_M018,neu,"[3.0000, 3.5000, 2.5000]","Right. Well, you've gotta live. I mean, it's just, it's really--I don't know, yeah, it's about their opinions and it's about, I don't know, just getting yourself out there and-- Well, come on, come on.  Thinking about it like this is definitely not gonna help either though.",Ses02F_impro04,neutral,0.0,neutral
Ses02F_impro04_M019,neu,"[3.0000, 3.5000, 2.5000]","Well, you've gotta live. I mean, it's just, it's really--I don't know, yeah, it's about their opinions and it's about, I don't know, just getting yourself out there and-- Well, come on, come on.  Thinking about it like this is definitely not gonna help either though.",Ses02F_impro04,neutral,0.0,neutral
Ses02F_impro05_F000,neu,"[3.5000, 3.0000, 2.5000]","Hi, um, excuse me, I believe that the airline lost my baggage. No, it didn't. um It didn't come out and I don't see it anywhere around here, so what can you do about that? Some problems?  What is that supposed to mean?",Ses02F_impro05,neutral,0.0,neutral
Ses02F_impro05_F001,neu,"[3.5000, 3.0000, 2.5000]","Hi, um, excuse me, I believe that the airline lost my baggage. No, it didn't. um It didn't come out and I don't see it anywhere around here, so what can you do about that? Some problems?  What is that supposed to mean? How do you lose a suitcase?  A huge suitcase?",Ses02F_impro05,neutral,0.0,neutral
Ses02F_impro05_F002,sur,"[3.5000, 3.0000, 2.5000]","Hi, um, excuse me, I believe that the airline lost my baggage. No, it didn't. um It didn't come out and I don't see it anywhere around here, so what can you do about that? Some problems?  What is that supposed to mean? How do you lose a suitcase?  A huge suitcase? How much?",Ses02F_impro05,neutral,0.0,neutral
Ses02F_impro05_F003,sur,"[3.5000, 3.0000, 2.5000]","No, it didn't. um It didn't come out and I don't see it anywhere around here, so what can you do about that? Some problems?  What is that supposed to mean? How do you lose a suitcase?  A huge suitcase? How much? Fifty dollars?  For my suitcase?  I mean, the suitcase itself was like a hundred and fifty dollar just for the suitcase, but all the things inside, all my clothes, all my personal belongings, the sentimental value, not to mention, which is more-more than all of that together.",Ses02F_impro05,neutral,0.0,neutral
Ses02F_impro05_F004,neu,"[3.5000, 3.0000, 2.5000]","Some problems?  What is that supposed to mean? How do you lose a suitcase?  A huge suitcase? How much? Fifty dollars?  For my suitcase?  I mean, the suitcase itself was like a hundred and fifty dollar just for the suitcase, but all the things inside, all my clothes, all my personal belongings, the sentimental value, not to mention, which is more-more than all of that together. That's all, that's all, that's all you're going to do is just give me fifty dollars and say go have fun on your vacation without any of your stuff?",Ses02F_impro05,neutral,0.0,neutral
Ses02F_impro05_F005,sur,"[3.5000, 3.0000, 2.5000]","How do you lose a suitcase?  A huge suitcase? How much? Fifty dollars?  For my suitcase?  I mean, the suitcase itself was like a hundred and fifty dollar just for the suitcase, but all the things inside, all my clothes, all my personal belongings, the sentimental value, not to mention, which is more-more than all of that together. That's all, that's all, that's all you're going to do is just give me fifty dollars and say go have fun on your vacation without any of your stuff? Yes, yes, I would like to file a claim, but what are you gonna--I mean, is it just gonna show up magically out of nowhere?",Ses02F_impro05,neutral,0.0,neutral
Ses02F_impro05_F006,ang,"[3.5000, 3.0000, 2.5000]","How much? Fifty dollars?  For my suitcase?  I mean, the suitcase itself was like a hundred and fifty dollar just for the suitcase, but all the things inside, all my clothes, all my personal belongings, the sentimental value, not to mention, which is more-more than all of that together. That's all, that's all, that's all you're going to do is just give me fifty dollars and say go have fun on your vacation without any of your stuff? Yes, yes, I would like to file a claim, but what are you gonna--I mean, is it just gonna show up magically out of nowhere? Because you don't seem to care very much, you know.",Ses02F_impro05,neutral,0.0,neutral
Ses02F_impro05_F007,fru,"[3.5000, 3.0000, 2.5000]","Fifty dollars?  For my suitcase?  I mean, the suitcase itself was like a hundred and fifty dollar just for the suitcase, but all the things inside, all my clothes, all my personal belongings, the sentimental value, not to mention, which is more-more than all of that together. That's all, that's all, that's all you're going to do is just give me fifty dollars and say go have fun on your vacation without any of your stuff? Yes, yes, I would like to file a claim, but what are you gonna--I mean, is it just gonna show up magically out of nowhere? Because you don't seem to care very much, you know. I didn't sign anything.",Ses02F_impro05,neutral,0.0,neutral
Ses02F_impro05_F010,ang,"[3.5000, 3.0000, 2.5000]","That's all, that's all, that's all you're going to do is just give me fifty dollars and say go have fun on your vacation without any of your stuff? Yes, yes, I would like to file a claim, but what are you gonna--I mean, is it just gonna show up magically out of nowhere? Because you don't seem to care very much, you know. I didn't sign anything. [BREATHING] Well, sure, yeah, I guess I'll go buy dinner and then be--have nothing for the rest of my entire vacation.  I'm supposed to be here for three weeks.  What am I gonna do without anything for three weeks?",Ses02F_impro05,neutral,0.0,neutral
Ses02F_impro05_F011,fru,"[3.5000, 3.0000, 2.5000]","Yes, yes, I would like to file a claim, but what are you gonna--I mean, is it just gonna show up magically out of nowhere? Because you don't seem to care very much, you know. I didn't sign anything. [BREATHING] Well, sure, yeah, I guess I'll go buy dinner and then be--have nothing for the rest of my entire vacation.  I'm supposed to be here for three weeks.  What am I gonna do without anything for three weeks? But fifty dollars isn't going to get me anything.",Ses02F_impro05,neutral,0.0,neutral
Ses02F_impro05_F013,fru,"[3.5000, 3.0000, 2.5000]","Because you don't seem to care very much, you know. I didn't sign anything. [BREATHING] Well, sure, yeah, I guess I'll go buy dinner and then be--have nothing for the rest of my entire vacation.  I'm supposed to be here for three weeks.  What am I gonna do without anything for three weeks? But fifty dollars isn't going to get me anything. Isn't there anything else you can do?",Ses02F_impro05,neutral,0.0,neutral
Ses02F_impro05_F014,fru,"[3.5000, 3.0000, 2.5000]","I didn't sign anything. [BREATHING] Well, sure, yeah, I guess I'll go buy dinner and then be--have nothing for the rest of my entire vacation.  I'm supposed to be here for three weeks.  What am I gonna do without anything for three weeks? But fifty dollars isn't going to get me anything. Isn't there anything else you can do? I mean, is there somebody you can call?  Or the guy that put the stuff on the--on the plane.  I mean, are they--they must be really irresponsible to have just disappeared my baggage.  I mean, did it get stolen?",Ses02F_impro05,neutral,0.0,neutral
Ses02F_impro05_F015,fru,"[3.5000, 3.0000, 2.5000]","[BREATHING] Well, sure, yeah, I guess I'll go buy dinner and then be--have nothing for the rest of my entire vacation.  I'm supposed to be here for three weeks.  What am I gonna do without anything for three weeks? But fifty dollars isn't going to get me anything. Isn't there anything else you can do? I mean, is there somebody you can call?  Or the guy that put the stuff on the--on the plane.  I mean, are they--they must be really irresponsible to have just disappeared my baggage.  I mean, did it get stolen? Yeah, I'm sure you -- You're like, hmm, do you take baggage?  No.  Oh, okay, thanks.  Great.  I mean how--",Ses02F_impro05,neutral,0.0,neutral
Ses02F_impro05_F016,fru,"[3.5000, 3.0000, 2.5000]","But fifty dollars isn't going to get me anything. Isn't there anything else you can do? I mean, is there somebody you can call?  Or the guy that put the stuff on the--on the plane.  I mean, are they--they must be really irresponsible to have just disappeared my baggage.  I mean, did it get stolen? Yeah, I'm sure you -- You're like, hmm, do you take baggage?  No.  Oh, okay, thanks.  Great.  I mean how-- There needs to be better security here.",Ses02F_impro05,neutral,0.0,neutral
Ses02F_impro05_F017,fru,"[3.5000, 3.0000, 2.5000]","Isn't there anything else you can do? I mean, is there somebody you can call?  Or the guy that put the stuff on the--on the plane.  I mean, are they--they must be really irresponsible to have just disappeared my baggage.  I mean, did it get stolen? Yeah, I'm sure you -- You're like, hmm, do you take baggage?  No.  Oh, okay, thanks.  Great.  I mean how-- There needs to be better security here. It sounds like it's such a little like oh well no big deal whatever.  It's a big deal to me.",Ses02F_impro05,neutral,0.0,neutral
Ses02F_impro05_F018,fru,"[3.5000, 3.0000, 2.5000]","I mean, is there somebody you can call?  Or the guy that put the stuff on the--on the plane.  I mean, are they--they must be really irresponsible to have just disappeared my baggage.  I mean, did it get stolen? Yeah, I'm sure you -- You're like, hmm, do you take baggage?  No.  Oh, okay, thanks.  Great.  I mean how-- There needs to be better security here. It sounds like it's such a little like oh well no big deal whatever.  It's a big deal to me. Well, can I at least have my fifty dollars, please?",Ses02F_impro05,neutral,0.0,neutral
Ses02F_impro05_F019,ang,"[3.5000, 3.0000, 2.5000]","Yeah, I'm sure you -- You're like, hmm, do you take baggage?  No.  Oh, okay, thanks.  Great.  I mean how-- There needs to be better security here. It sounds like it's such a little like oh well no big deal whatever.  It's a big deal to me. Well, can I at least have my fifty dollars, please? Thank you very much.",Ses02F_impro05,neutral,0.0,neutral
Ses02F_impro05_F020,fru,"[3.5000, 3.0000, 2.5000]","There needs to be better security here. It sounds like it's such a little like oh well no big deal whatever.  It's a big deal to me. Well, can I at least have my fifty dollars, please? Thank you very much.",Ses02F_impro05,neutral,0.0,neutral
Ses02F_impro05_F022,fru,"[3.5000, 3.0000, 2.5000]","It sounds like it's such a little like oh well no big deal whatever.  It's a big deal to me. Well, can I at least have my fifty dollars, please? Thank you very much.",Ses02F_impro05,neutral,0.0,neutral
Ses02F_impro05_M000,neu,"[3.0000, 2.5000, 2.0000]","Um, okay, it didn't--didn't come out on the carrousel-- Okay.  Um, well, unfortunately yeah there was a some- some problems with the-- Uh, well some-some of the bags were--were lost on the way over here. uh-",Ses02F_impro05,neutral,0.0,neutral
Ses02F_impro05_M001,neu,"[3.0000, 2.5000, 2.0000]","Um, okay, it didn't--didn't come out on the carrousel-- Okay.  Um, well, unfortunately yeah there was a some- some problems with the-- Uh, well some-some of the bags were--were lost on the way over here. uh- You know, I mean, there's a lot of things that go on under the plane and sometimes, you know, that kind of things happen.",Ses02F_impro05,neutral,0.0,neutral
Ses02F_impro05_M002,neu,"[3.0000, 2.5000, 2.0000]","Um, okay, it didn't--didn't come out on the carrousel-- Okay.  Um, well, unfortunately yeah there was a some- some problems with the-- Uh, well some-some of the bags were--were lost on the way over here. uh- You know, I mean, there's a lot of things that go on under the plane and sometimes, you know, that kind of things happen. Uh, But, we are willing to reimburse you for the bag and and for the contents--",Ses02F_impro05,neutral,0.0,neutral
Ses02F_impro05_M003,neu,"[3.0000, 2.5000, 2.0000]","Okay.  Um, well, unfortunately yeah there was a some- some problems with the-- Uh, well some-some of the bags were--were lost on the way over here. uh- You know, I mean, there's a lot of things that go on under the plane and sometimes, you know, that kind of things happen. Uh, But, we are willing to reimburse you for the bag and and for the contents-- Um, we'd be willing to give you uh fifty dollars for--",Ses02F_impro05,neutral,0.0,neutral
Ses02F_impro05_M004,neu,"[3.0000, 2.5000, 2.0000]","Uh, well some-some of the bags were--were lost on the way over here. uh- You know, I mean, there's a lot of things that go on under the plane and sometimes, you know, that kind of things happen. Uh, But, we are willing to reimburse you for the bag and and for the contents-- Um, we'd be willing to give you uh fifty dollars for-- Right.  Uh We realize, you know, that that it's a bad situation, but I'm sorry, there's nothing that we can really do.",Ses02F_impro05,neutral,0.0,neutral
Ses02F_impro05_M005,neu,"[3.0000, 2.5000, 2.0000]","You know, I mean, there's a lot of things that go on under the plane and sometimes, you know, that kind of things happen. Uh, But, we are willing to reimburse you for the bag and and for the contents-- Um, we'd be willing to give you uh fifty dollars for-- Right.  Uh We realize, you know, that that it's a bad situation, but I'm sorry, there's nothing that we can really do. I think, um, maybe you can file a claim if you want and turn it in to our main office--",Ses02F_impro05,neutral,0.0,neutral
