vid	start	stop	label	cid	text
2-4autDbHVQ	1.488	8.584	1.3333333730697632	1	 I am originally from Romania, now living in the US, and I just wanted to make a very quick video about Forskolin
2-4autDbHVQ	-0.488	2.488	0.6666666865348816	0	Hey guys, my name is Maria
2-4autDbHVQ	11.934	19.39	1.0	3	 In the last two years I've had some success with the THM program, for those of you who are familiar with that
2-4autDbHVQ	7.644	12.914	-1.0	2	 For most of my life I've struggled with weight gain
2-4autDbHVQ	22.76	30.854	0.3333333432674408	5	 And actually before trying Forskolin I had never taken any weight loss supplement
2-4autDbHVQ	18.928	23.7	2.3333332538604736	4	 But recently a friend of mine was having a lot of success with Forskolin
2-4autDbHVQ	31.27	40.631	1.6666666269302368	7	 But it was pretty obvious that this was working well for Anette, and she has a similar body type to me so I figured, why not give it a try
2-4autDbHVQ	40.01	45.161	0.6666666865348816	8	 I've been taking it for 9 weeks now, just over 9 weeks
2-4autDbHVQ	44.53	47.496	2.0	9	 And I'm down 13 pounds
2-4autDbHVQ	81.965	90.039	2.3333332538604736	20	 Oh and if you have any questions about Forskolin or about my weight loss journey feel free to send me a message
2-5hH_k2VFk	166.513	171.683	0.6666666865348816	10	On the contrary; it will never be eradicated by any act of terror.
2-5hH_k2VFk	55.565	64.038	0.6666666865348816	2	No country knows better than France that freedom has a price, because France gave birth to democracy itself.
2-5hH_k2VFk	75.729	92.024	1.3333333730697632	4	They may wield weapons, but we in France and in the United States share a commitment to those who wield something that is far more powerful - not just a pen, but a pen that represents an instrument of freedom, not fear.
2-5hH_k2VFk	122.064	136.733	-2.0	7	Today's murders are part of a larger confrontation, not between civilizations - no - but between civilization itself and those who are opposed to a civilized world.
2-5hH_k2VFk	145.291	166.725	0.6666666865348816	9	Today, tomorrow, in Paris, in France, or across the world, the freedom of expression that this magazine, no matter what your feelings were about it, the freedom of expression that it represented is not able to be killed by this kind of act of terror.
2-5hH_k2VFk	137.16	145.433	-1.6666666269302368	8	"The murderers dared proclaim ""Charlie Hebdo is dead,"" but make no mistake: They are wrong."
2-EJz4RG4g4	19.557	29.457	1.6666666269302368	2	telecommunications leader to Deloitte's audit and advisory services practice and is also the northeast regional leader for technology and telecommunications.
201582	86.634	90.318	0.0	11	 He had a barrel chest and spindly legs
201582	85.238	87.525	1.0	10	 He was a gifted athlete
201582	89.977	100.914	0.0	12	 We get the impression of him that he was this behemoth his entire life because most of the pictures we have of Babe Ruth are from his later years in life
201582	7.844	21.205	-0.6666666865348816	1	 (umm) This tells the story of Babe Ruth from his (uhh) rough beginnings as a incorrigible little boy dumped by his parents into a Baltimore orphanage
201582	0.0	6.479	0.0	0	Hi, I'm here to review the movie The Babe starring John Goodman
201582	39.741	45.141	0.0	3	 (umm) He grew up to be a strong athlete
201582	22.45	38.955	-1.3333333730697632	2	 (uhh) While he is at (stutter) orphanage, his life is pretty miserable as the kids tease him for his body type and (uhh) the brothers (uhh) the religious order back then, believed in corporal punishment and got away with it
201582	48.741	57.194	0.0	5	 (uhh) When he showed a little bit of talent, he was sold to the Boston Red Sox, who eventually sold him to the New York Yankees
201582	45.658	48.473	0.0	4	 (umm) Was signed by the Baltimore Orioles
201582	61.442	66.642	0.0	7	 Where the Red Sox didn't win the World Series for ninety-some years
201582	56.852	62.322	0.0	6	 (uhh) Leading to the one of the great curses in baseball, the curse of the Bambino
201582	80.169	85.489	-0.3333333432674408	9	 Babe Ruth was not a fat pig, slob
201582	66.47	80.86	1.3333333730697632	8	 (umm) But I find while the story of Babe Ruth is (umm) a a (stutter) very good story of a young man making something of himself (umm) the portrayal by John Goodman
202431	1.568	8.474	0.0	1	 I'm here to review the movie The Door in the Floor starring Jeff Bridges and Kim Basinger
202431	0.0	0.802	0.3333333432674408	0	Hi {laugh}
202431	26.102	35.702	0.0	3	 Jeff Bridges plays a children's author and in the beginning of the movie he hires a summer intern to help him
202431	9.5	26.533	-1.0	2	 (umm) This is a very disturbing melodrama about a {sigh} (uhh) estranged couple, I guess, I mean they still live together but they are (umm) very distant from each other
202431	39.392	52.854	0.0	5	 He comes into (uhh) to try to help Jeff Bridges but like I said Jeff Bridge's character is very bizarre and Kim Basinger's character is very bizarre
202431	35.94	39.604	0.0	4	 (uhh) The young man is probably colleged age
202431	53.899	77.208	-1.6666666269302368	6	 (umm) This movie goes on to attempt to explain their weird behavior (umm) but it is, there are some very disturbing scenes in this movie and it is (uhh) kind of difficult to understand and then really wonder why it was made
202810	71.17	77.597	-0.3333333432674408	11	 It's it's (stutter) They're all good in their individual ways and yet it doesn't add up to much
202810	69.054	71.162	0.0	10	 (umm) Colbert Report, sorry
202810	81.955	84.462	-2.0	13	 So, not recommended
202810	77.805	82.077	-1.3333333730697632	12	 And I think that's the problem this movie, it doesn't really leave you with anything
202810	4.531	7.517	-1.6666666269302368	1	 It's not that great or that wonderful, actually
202810	0.0	5.122	2.0	0	Hi, I'm Liz and I'm here to talk about The Great New Wonderful
202810	12.024	16.626	-1.0	3	 And they can't trade on cute and quirky anymore, they need to have some meat to them
202810	7.135	12.545	0.6666666865348816	2	 The thing about The Great New Wonderful is it's an independent movie, but independent movies that's been around for a while
202810	28.347	37.748	-1.0	5	 (umm) I think some of the story some of the (stutter) storylines are tired out, there's there's (stutter) a psychiatrist who's driving his patient crazy you know, by analyzing him too much
202810	15.915	28.519	-1.3333333730697632	4	 There's not a lot of substance to this movie it's just sort of following a trail of people that are sort of distantly connected to each other through other characters in the movie and there's not a lot of payoff at the end
202810	53.51	56.805	-1.3333333730697632	7	 Yeah life is chaos, life is boring we know that
202810	36.848	54.051	-1.6666666269302368	6	 I mean we never we never (stutter) heard that joke before and (umm) there's just strange things that don't seem to really mean anything or make any sense, and I think we've moved past that, especially independent film needs to have more to it than just, oh look at all this chaos
202810	60.444	69.127	0.6666666865348816	9	 (umm) You've got you've got (stutter) a great cast, Maggie Gyllenhaal, Tony Shalhoub, Edie Falco from the Sopranos, Stephen Colbert, obviously the Colbert Report
202810	55.964	60.466	-1.6666666269302368	8	 It needs to be something some art to it, and there's not a lot of art to this movie I don't think
202990	82.614	86.846	-0.3333333432674408	11	 I had to look it up online cause I couldn't even tell you
202990	73.015	82.985	-1.3333333730697632	10	 (umm) This movie, I don't know, I I (stutter) kinda I I (stutter) started to zone out because the movie seemed like it lasted so long
202990	88.191	92.015	-0.3333333432674408	13	 Honestly when you're in the theater it's going to seem like about six to eight
202990	85.846	88.762	0.0	12	 It said it's two and a half hours long
202990	93.309	108.916	-2.6666667461395264	15	" It's like it drags on and it's one of those movies where you really have to be thinking the whole time, so when all you're thinking about is ""god when is this gonna end?"" it's hard to concentrate on the movie, which is why I got really confused towards the middle and the end"
202990	91.583	93.87	-1.6666666269302368	14	 The movie never ends
202990	108.704	112.698	-1.0	16	 Started off okay but I think the movie got progressively worse
202990	8.183	23.331	-0.3333333432674408	1	 (uhh) I'd like to state that this is Michael Clayton who is the fixer of (uhh) court cases and not Michael Clayton the wide receiver for the Tampa Bay Buccaneers
202990	0.331	7.876	0.0	0	Today what I'd like to review is the movie Michael Clayton starring George Clooney as Michael Clayton
202990	29.923	35.124	-2.3333332538604736	3	 This movie I did not enjoy whatsoever
202990	23.428	30.095	-1.3333333730697632	2	 You go into it thinking it's a football movie (uhh) you're definitely going to be in for a little surprise
202990	36.878	47.585	-1.6666666269302368	5	 It was like a courtroom, a courtroom drama type movie which I definitely would not recommend, but that's just my taste, you might enjoy it
202990	34.653	37.878	-2.3333332538604736	4	 It was extremely long and boring to me
202990	58.638	62.132	0.0	7	 And he's got some family problems
202990	47.922	59.638	0.0	6	 So basically the story is about this guy named Michael Clayton who is a fixer and I wouldn't really say that he enjoys his job but I definitely think he's good at it
202990	64.475	70.523	-0.3333333432674408	9	 He's not doing so hot (uhh) cash wise in the beginning
202990	62.439	64.407	0.0	8	 (uhh) He's divorced
206049	4.95	14.311	-2.3333332538604736	1	 I have to say even though I knew I was going to hate it, I was not proven wrong I mean it was a really horrible movie
206049	0.0	5.95	1.0	0	Hi expo TV this is Vasili and I am going to be reviewing Fred Claus
206049	44.311	53.931	-2.0	3	 I though she does a lot better films than this sort of one and even though it's a horrible, holiday film I maybe this could be good but no it was bad
206049	13.85	45.311	0.3333333432674408	2	 Vince Vaughn plays Santa Claus' Nicolas Claus' brother the quote on quote black sheep of the family and apparently due to some saint mythology the family and spouses of a saint do not ever die or grow old so Vince Vaughn is preserved even as it's hundred of years later he appears to be the same age and he's dating Rachel Weisz who I have no idea why she was even in the film
206049	52.931	61.564	-1.3333333730697632	4	 The jokes weren't funny, they were really cliche, you know a lot of elf jokes and anyway I just don't recommend it
206051	41.427	45.47	-1.0	11	 And Dustin Hoffman with a lisp, you know, is not a pretty sight
206051	39.921	42.427	-0.6666666865348816	10	 I don't know why she did this movie
206051	50.257	53.542	-1.6666666269302368	13	 And I think everyone will be really, really bored
206051	44.47	51.187	-2.3333332538604736	12	 So I don't think this movie was good for kids or adults
206051	57.231	60.935	-2.6666667461395264	15	 It was the worst movie I think I've ever seen in my whole life
206051	52.542	58.231	-3.0	14	 So, unfortunately, I have to give it a zero out of ten
206051	0.211	6.21	0.3333333432674408	1	 This is Vasily, and I am going to be reviewing Mr
206051	0.0	1.111	0.3333333432674408	0	Hi, ExpoTV
206051	7.065	13.772	-1.3333333730697632	3	 And after just seeing a horrible movie for a class, I thought, Maybe I'll go see a better movie, maybe Mr
206051	5.329	7.596	0.0	2	 Magorium's Wonder Emporium
206051	14.977	21.185	-2.0	5	 But {laugh} I have to say, it was, like, five-hundred-thousand percent worse
206051	13.201	15.977	-0.3333333432674408	4	 Magorium's Wonder Emporium will be better
206051	22.929	30.644	-1.6666666269302368	7	 You know? I think it was trying to emulate Willie Wonka and the Chocolate Factory, but it really just didn't make sense
206051	20.185	23.46	-1.6666666269302368	6	 I have no idea what that movie was about
206051	36.738	40.921	0.3333333432674408	9	 And, you know, Natalie Portman, I like her usually
206051	29.644	37.738	-2.0	8	 It was just a very imaginative, very boring movie starring Dustin Hoffman and Natalie Portman
206376	6.058	11.587	0.0	1	 This was the movie Fred Claus, starring Vince Vaughn
206376	0.46	6.359	0.3333333432674408	0	Hi Expo TV, I'd like to review a movie currently in theaters that I saw
206376	15.795	20.836	-1.0	3	 I wouldn't go to this expecting anything extravagant or mind blowing
206376	12.204	16.067	-0.6666666865348816	2	 (umm) This is pretty much your typical holiday movie
206376	28.566	33.677	-0.3333333432674408	5	 I wouldn't expect much more I mean, it's Christmas time
206376	20.774	29.177	-2.0	4	 It's gonna be some cheap laughs (uhh) crummy plot and that's about it
206376	35.471	39.783	-1.0	7	 Kind of disappointing that Vince Vaughn is in it cause I thought he was funnier than that
206376	32.677	35.633	0.0	6	 They have to come out with these movies it seems like
206376	48.272	68.578	0.0	9	 (uhh) As you may or may not know the plot is of Santa Claus' brother (umm) is also privileged to live forever like Santa and that's pretty much all you need to know
206376	38.873	47.546	-1.6666666269302368	8	 But if you can get over the fact that it is a crappy holiday movie, you might actually enjoy it sort of
206507	72.586	80.191	-1.0	11	 I don't recommend it for people and the actors on this movie, they didn't really do a good job either
206507	69.902	73.586	-2.0	10	 I just again, really just did not like this movie
206507	81.875	88.413	-1.6666666269302368	13	 These you know, girls that played in this movie just they didn't really do a good job
206507	79.191	82.875	-0.3333333432674408	12	 It was you know, kind of expected as well
206507	8.482	13.024	-1.6666666269302368	1	 (uhh) Basically, I really did not like this movie at all
206507	0.62	7.127	0.0	0	Hello, my name is Sarah, and I will be doing the video review for the movie Josie and the Pussycats
206507	16.703	23.321	-1.0	3	 (umm) Of course I had low expectations at that, and hose expectations weren't even met
206507	13.241	16.785	-1.3333333730697632	2	 (umm) I felt it was kinda cheesy
206507	27.19	43.774	0.6666666865348816	5	 (umm) I, I (stutter) found one thing about this movie that I thought was kind of interesting how (umm) these record companies put (uhh) subliminal messages in music to push products to get people to buy certain things
206507	22.41	27.022	-1.6666666269302368	4	 So you know, to recommend this movie, you know I really wouldn't
206507	51.714	56.116	-0.6666666865348816	7	 You know (umm) it was actually expected to be kind of corny
206507	43.692	52.285	-0.3333333432674408	6	 (umm) That part of the movie was pretty cool, but (umm) for the most part you know, it was, again it was too cheesy for me
206507	61.162	70.364	-0.3333333432674408	9	 (umm) No, I mean, basically the movie was just you know, trying to put you know, just
206507	55.515	60.366	-1.6666666269302368	8	 So I really wouldn't recommend this, this (stutter) movie to anybody
206606	71.609	75.921	-1.3333333730697632	10	 But to me that wasn't enough to make a great film
206606	8.342	20.148	0.0	1	 It's a fullscreen edition (uhh) which means you get some special features including two documentaries, the many faces of Catwoman, profiles the (stutter) evolution of the character
206606	1.268	8.085	0.3333333432674408	0	Hi my name is Will and this is my video opinion of the movie Catwoman starring Halle Berry
206606	25.454	29.028	-1.6666666269302368	3	 (umm) I thought that Catwoman was horrible
206606	20.146	25.526	1.0	2	 (umm) You get an exciting alternative ending in the (stutter) additional scenes as well
206606	41.986	46.478	-1.0	5	 I thought that it was (uhh) it relied too, too (stutter) much on the CGI
206606	28.786	42.836	-2.0	4	 (uhh) Quite honestly I thought that the big budget you know, film, it should have, the, you know, computer generated images should have worked more seamlessly with the stunts and things like that
206606	52.562	61.554	-1.3333333730697632	7	 I thought you know it, you know while it did stay true to its origin, it's just when she did come back I thought her powers were a little unreal for me
206606	46.326	53.153	-2.0	6	 I didn't (umm) you know, I didn't really like the way that they made her come back to life
206606	65.363	72.539	1.0	9	 Her costume of course was great that was one of the highlights having Halle Berry in the movie, you know getting some eye candy
206606	61.881	65.874	-2.0	8	 (umm) I just you know, just didn't really enjoy it
207812	9.879	18.132	1.6666666269302368	1	 It's got (uhh) Kirsten Dunst and Jay Hernandez and it's a really good movie
207812	0.231	10.28	0.3333333432674408	0	Hey Expo Tv, this is Victor and I have for you a review on this movie entitled Crazy Beautiful
207812	34.702	41.14	2.3333332538604736	3	 (umm) And and (stutter) it also features one of my all time favorite bands Oskar, in the movie
207812	17.312	33.767	1.3333333730697632	2	 It's (umm) primarily targeted towards like the teenager kind of audience, but the cool thing about this movie is that it has a really cool soundtrack
207812	43.293	49.202	1.6666666269302368	5	 (umm) But, it's a really cool movie because it's very it's very (stutter) real, you know
207812	40.479	42.886	2.6666667461395264	4	 So I thought that was really cool
207812	61.621	77.577	2.0	7	 It's got you know, a lot of real kind of stuff you know? I I (stutter) definitely relate to it and so (umm) Chicago Tribune gave it three stars, but I'm giving it five stars
207812	48.202	62.053	1.0	6	 You can tell (umm) I mean, (stutters) you really start to believe in these characters, that they're going through these (uhh) experiences and stuff and I know that a lot of teenagers in high school can relate to this
207812	80.967	83.244	-0.6666666865348816	9	 I know it's kind of cheesy but
207812	77.864	81.588	1.3333333730697632	8	 It's just I, I, I (stutter) enjoyed the movie I'm not gonna lie
208148	89.767	94.569	-1.3333333730697632	11	 (umm) You know I was kind of hoping for a little more excitement like the first one
208148	81.536	89.42	-1.6666666269302368	10	 (umm) I mean I, that (stutter), you know again to me it it (stutter) was kind of boring, it just you know, didn't really enthuse me at all
208148	4.501	11.897	-2.0	1	 (uhh) It's the sequel to the first one, (umm) basically I really did not like this movie at all
208148	0.0	4.912	0.0	0	My name is Sarah and I will be doing my video opinion of the movie Bring It on Again
208148	18.1	29.237	-2.3333332538604736	3	 (umm) I think it was kind of corny, you know I mean some of the the (stutter) jokes in here were just outrageously you know dumb for me
208148	11.944	17.763	-1.0	2	 (umm) I you know it was of course expected being that it was a straight to dvd movie
208148	38.524	42.547	-1.6666666269302368	5	 But you know, I, it was not my favorite at all
208148	29.634	39.524	-0.3333333432674408	4	 (umm) It, you know I mean I guess basically if you like cheerleading and you know, it's something that you do yourself, pick up the movie
208148	54.507	60.087	-0.3333333432674408	7	 (umm) And basically they didn't like how things were going so they decided to start their own cheer team
208148	41.587	54.121	0.0	6	 It was basically about (umm) two girls going to college and joining (umm) one of the you know, great qualifying (uhh) cheer teams in the country
208148	67.707	80.72	0.0	9	 So they go through different things of you know, trying to start their own team (umm) you know, doing their own routines, pretty much starting from scratch where the first form routine had already been there
208148	59.736	68.707	0.0	8	 And you know, then there was a competition that they had to compete for that school because that you know, school could only have one cheer team it couldn't have two
208299	74.921	81.558	-2.3333332538604736	10	 (uhh) There was hardly any suspense, and just overall (uhh) not a good film {noise} so
208299	11.874	19.469	-2.0	1	 (umm) My wife and I saw it (uhh) believe it was two weeks ago, and (uhh) it was pretty terrible
208299	0.0	12.076	0.3333333432674408	0	Hi, my name is Mike and I'm here to do a movie review for Thirty Days of Night, which is a moderately new (uhh) film that's still in theaters and it stars Josh Hartnett
208299	21.552	29.237	-1.3333333730697632	3	 (uhh) The main reason behind it was (uhh) there just really wasn't a lot of action, the colors were pretty drab
208299	18.579	22.014	-3.0	2	 It was not a good film, (uhh) whatsoever
208299	40.569	53.492	-1.6666666269302368	5	 And they really didn't do a lot with the (uhh) with the new slant on everything that they were going for, which was having the vampires be (uhh) the bad guys in this (uhh) horror movie
208299	29.005	41.539	-1.0	4	 (uhh) Even though it was set in Alaska during a period (uhh) in which you get constant night, (umm) everything just seemed to not flow really well, the plot was kind of boring
208299	62.998	68.817	-2.0	7	 Halfway through the film, (uhh) (uhh) quite a few people left because they were pretty bored
208299	53.54	63.589	-2.3333332538604736	6	 (umm) Just overall the flow was awful, (uhh) the audience seemed to not enjoy really anything as well as if (uhh) me or my wife didn't enjoy anything
208299	71.1	75.163	-2.6666667461395264	9	 The acting was pretty stiff and stilted
208299	68.226	72.1	-1.3333333730697632	8	 And (uhh) just overall it wasn't really enjoyable
208416	73.195	81.498	1.6666666269302368	11	 It's a little bit long but there's a lot action and it will really just draw you in and the time will go by quickly
208416	70.771	74.195	3.0	10	 But this is definitely a movie that you can enjoy
208416	86.325	88.772	1.6666666269302368	13	 And it's overall just a good movie
208416	81.067	86.966	1.3333333730697632	12	 The DVD of course has deleted scenes and the director's commentary, always fun to see these things
208416	89.508	91.865	2.0	15	 Definitely fun to watch
208416	87.772	90.099	2.6666667461395264	14	 I'd give it five stars
208416	91.274	94.399	2.0	16	 Enjoyable and a escape from reality
208416	1.249	4.783	0.0	1	 This is Jennifer, and today I'm reviewing Gladiator
208416	0.0	2.119	0.3333333432674408	0	Hey Expo
208416	8.722	16.416	2.3333332538604736	3	 And the man is played by Russell Crowe who is just very macho in this movie and does an excellent job playing the role
208416	4.332	9.722	1.0	2	 This is an epic movie about a man who was a general in an army
208416	25.463	32.081	0.0	5	 So he goes about to exact his revenge and instead is captured and becomes a slave
208416	15.845	25.705	0.0	4	 He is a general in the army and he comes home and he finds that his village has been destroyed, his home has been destroyed, and his wife and chilled, child (stutter) killed
208416	47.643	58.062	1.6666666269302368	7	 Russell Crowe excels in this role and it just makes you want to stand up and cheer for him when you're watching this and you see what he goes through and what he overcomes
208416	31.659	47.915	0.3333333432674408	6	 He is forced to become a gladiator for the empire, and this is a movie about personal triumph and even though your body can be captured by someone, your spirit adheres and that it's how, it's how (stutter) you choose to live your life no matter what your circumstances are
208416	68.655	71.771	0.0	9	 I don't want to give it away in case you haven't seen it
208416	57.65	69.635	0.0	8	 In the back, in the sub ground there are different scenarios that are playing out with the king and his sister and things that are going on there to watch
209354	69.863	72.329	2.3333332538604736	11	 Pick it up as soon as you can
209354	67.628	70.673	2.0	10	 It's all good, everything's good in this movie
209354	4.661	13.363	2.0	1	 This is the widescreen special edition, I find it to be very entertaining in widescreen, much less than the full screen actually
209354	0.77	5.322	0.3333333432674408	0	What's up Expo, this is Adam here again and I'm reviewing Underworld
209354	23.967	43.395	0.0	3	 They're fighting each other for wars on end and then this movie, they, the main plot is about a, (uhh) is about a guy who is a descendant of one of these great, great (stutter) ancestors and he hold the key to a more higher power within his blood
209354	12.882	24.598	1.0	2	 But a little bit about this movie, it has retaken the idea of vampires and werewolves and they have them pitted against each other in a more, in a (stutter) mortal battle
209354	47.563	52.135	3.0	5	 But Underworld it's definitely gonna get five out of five stars
209354	42.425	48.563	0.0	4	 So a little bit about that is just the, I mean I'm not gonna reveal too much about the movie
209354	55.555	58.59	0.3333333432674408	7	 Everyone's got their own little spinoff
209354	51.135	56.555	2.3333332538604736	6	 This movie is full of action, intensity, I really like what they do with the vampires and the werewolves
209354	61.99	68.548	2.6666667461395264	9	 So Underworld, give it five out of five stars, look for the sequel Underworld Evolution
209354	57.62	62.541	1.3333333730697632	8	 This one, this one (stutter) has a good spinoff of them so you're not gonna be disappointed by that
209775	64.385	71.461	-2.3333332538604736	10	 So I give this a half a star out of five, and again I think the Oscar should have gone to Gangs of New York
209775	5.579	11.687	-1.0	1	 Academy Award for best picture winner of two-thousand and two which it definitely should not have won
209775	2.316	6.06	0.3333333432674408	0	Alright so next up we've got Chicago
209775	23.668	30.145	1.6666666269302368	3	 (uhh) I like (uhh) I think the performers are good performers, Richard Gere and (uhh) Catherine Zeta Jones and Rene Zellweger
209775	10.687	24.268	-2.3333332538604736	2	 The Oscar should have gone to Gangs of New York, (uhh) Scorsese's masterpiece, or one of his masterpieces I think with (uhh) some other great movies, Taxi Driver and Goodfellas which I think a lot of people love more, but Chicago I thought was a terrible movie
209775	35.481	43.315	-2.3333332538604736	5	 To me this was like a made for TV (stutter) movie, they were trying too hard to try and reinvent the Hollywood musical and it just fell flat
209775	29.145	36.221	-1.0	4	 I find the ladies very attractive (uhh) and very talented actresses, I just didn't like them very much in this
209775	49.569	55.917	-2.3333332538604736	7	 I thought that (uhh), you know, (umm) it's just overdone, dumb, silly, ridiculous
209775	42.315	49.86	-2.0	6	 I think the choreography a lot of very hard work went into it, but as a piece of entertainment I personally did not enjoy it
209775	59.496	64.956	-1.3333333730697632	9	 I thought the story line was a little too (uhh) too (uhh) too much
209775	54.917	60.037	-2.3333332538604736	8	 I thought the lighting was unbelievable, I thought the style was (uhh) hokey and contrived
210238	56.493	59.259	-2.0	11	 It just, it just (stutter) wasn't good nothing worked
210238	53.49	57.493	-2.6666667461395264	10	 I found this movie absolutely dumb
210238	61.502	64.268	0.0	13	 (umm) The movie's rated PG-thirteen
210238	59.097	61.913	-0.3333333432674408	12	 (umm) These aren't my three favorite comedians
210238	77.036	85.12	-2.3333332538604736	15	 (umm) And also costars Danny Trejo, (umm) but that's about it I mean I don't wanna give away too much but I had a hard time sitting through this
210238	64.116	77.468	0.0	14	 (umm) It's eighty minutes eighty-nine (stutter) minutes long and it was it was (stutter) (umm) filmed in two thousand seven it was completed and released, so that tells you a lot about how, how (stutter) good this movies I remember when it came out at the movie theaters it wasn't a hit at all
210238	93.13	98.031	-2.0	17	 (umm) But if you're thinking about buying this movie I probably think twice again
210238	84.12	92.922	-1.3333333730697632	16	 I (stutter) just, I didn't find it funny I actually found it really stupid and as you can see in the background it's just a menu with some small clips from the movie
210238	97.36	100.066	0.3333333432674408	18	 So again this is for Delta Farce
210238	5.299	6.668	0.3333333432674408	1	 Thank you
210238	-0.059	5.89	0.3333333432674408	0	Hi, it's Jason and I'll be doing a review on the movie Delta Farce coming right up
210238	12.782	21.575	0.0	3	 (umm) Basically it's a (stutter) comedy that stars three different people, it stars Larry the Cable Guy and Bill Envall and D
210238	9.131	13.413	0.0	2	 Hi it's Jason and I'll continue my review on Delta Farce
210238	21.223	22.802	0.0	5	 (stutter) Qualls
210238	27.619	39.274	0.0	7	 And they're (stutter) hussled away to what they thought was Iraq but what end up happening is they drop them off in Mexico instead and they try to liberate Mexico
210238	22.091	28.02	0.0	6	 (umm) Basically they are (umm) some army, they are mistaken to being army reserve troops
210238	51.315	54.49	0.6666666865348816	9	 (umm) If you like these three people you might like this movie
210238	39.502	51.736	0.0	8	 (umm) This is by (umm) the blue collar comedy tour director Stevy Harry and (stutter) as some of you may know from the, the (umm) touring for the blue collar comedy tour
210618	61.591	64.956	1.6666666269302368	11	 I love Brad Garret I think he's an excellent actor
210618	58.718	62.332	0.0	10	 (umm) Brad Garrett plays the voice of Gusto
210618	67.478	72.13	2.6666667461395264	13	 I mean you have to watch this movie it is so good the animation is excellent
210618	64.814	68.239	2.6666667461395264	12	 (umm) Just, it's, it's (stutter) a hilarious movie
210618	81.636	85.878	0.0	15	 This is the kitchen of (umm) of Gusto's
210618	72.008	82.616	2.3333332538604736	14	 (umm) You know, Disney and Pixar although you wouldn't expect anything but excellent and you definitely get that let me show you a quick clip
210618	101.112	103.658	2.0	17	 I think you'll really enjoy it
210618	97.31	101.533	1.6666666269302368	16	 {movie} Really good movie you watch it you'll have lots of laughs
210618	8.063	14.341	0.0	1	 (uhh) It's about a little rat named Remy who dreams of becoming a chef
210618	0.0	8.005	3.0	0	Hello I would like to tell you about an excellent new movie from Disney and Pixar and that's Ratatouille
210618	20.395	27.641	0.0	3	 So he (umm) you know, really thinks that he's never you know, that he's not gonna go anywhere
210618	13.341	20.776	-0.6666666865348816	2	 And I mean, but what restaurant will allow a rat to be a chef
210618	32.019	37.01	0.0	5	 And Gusto's is a (uhh) famous restaurant in Paris
210618	27.559	33.019	0.0	4	 (umm) But one day he finds himself in Gusto's restaurant
210618	43.572	50.2	0.0	7	 (umm) So they team up together and they (umm) try to become a you know, chef together
210618	36.508	43.525	-0.6666666865348816	6	 And there is a boy that works at (uhh) Gusto's named Linguine who can't cook at all
210618	54.458	58.8	1.0	9	 So watch it a find out, there's some good twists and turns in there
210618	50.058	55.039	0.0	8	 (umm) Will it work out though, I mean can a rat actually be a chef
21137	65.483	69.087	2.3333332538604736	10	 It's hilarious, and you'll laugh your butt off
21137	5.389	7.377	0.0	1	 It's called Borat
21137	0.4	6.05	1.0	0	Hi, today I'm presenting the movie that is in theaters
21137	12.982	16.067	2.6666667461395264	3	 It is a hilarious movie
21137	8.053	13.812	2.0	2	 (uhh), I would give this movie a five out five and two thumbs up
21137	19.936	36.431	2.3333332538604736	5	 (umm), It's mostly about this guy named Borat who is a Kazaky reporter in America, and he's trying to learn about the culture and stuff here, and because he's so different he ends up making a fool out of himself and it's hilarious
21137	15.067	19.479	2.6666667461395264	4	 I loved it, and I laughed my butt off while I watched it
21137	48.671	54.33	2.0	7	 Of course it's all a big joke, but, it's hilarious to see him
21137	36.01	48.922	1.0	6	 (umm), It's kind of in a, mock documentary kind of style reality show kind of style where they follow him around with their cameras, and you see the wonderful interactions he has with Americans
21137	61.691	65.994	2.0	9	 So, I definitely recommend you going and seeing Borat the movie
21137	53.999	62.182	1.0	8	 And he goes to like different places, and (uhh), and (uhh), country rodeos in the south and things like that
212532	52.562	57.283	-2.0	10	 I don't know, I just, I really didn't enjoy this movie, I thought it was dumb
212532	1.249	4.015	0.3333333432674408	1	 This is a review of Good Luck Chuck
212532	0.0	2.249	0.3333333432674408	0	Hi
212532	8.193	12.196	-1.6666666269302368	3	 (umm) And it's a good thing I did because it's not a very good movie
212532	3.144	7.646	0.0	2	 I managed to catch this at the dollar theater at my local place
212532	26.351	29.566	-2.0	5	 Or or (stutter) something, it's it's (stutter) kind of ridiculous
212532	12.174	27.052	0.0	4	 (uhh) Basically it's about a guy who gets cursed when he's a kid by a goth girl and now every girl he meets and gets with (umm) will marry the next man that, that (stutter) (uhh) that she meets
212532	38.015	43.545	-1.0	7	 And (umm), you know, she's beautiful and everything but this is, it's (stutter) just stupid
212532	28.566	38.197	-1.3333333730697632	6	 It's got Dane Cook as the main guy, Charlie, it's got Dan Fogler as Stu, it's got Jessica Alba as (uhh) the love interest Cam
212532	48.272	53.562	-2.6666667461395264	9	 (umm) Not really that funny, kind of stupid, (umm) acting's not that great
212532	42.545	48.523	-2.0	8	 She's just running into stuff the whole time and it's just, it's ridiculous
213619	72.666	77.428	1.0	11	 But check it out, it's called Hostel part one, because there is a part two now
213619	64.984	73.237	-0.3333333432674408	10	 So you should see if they survive, if they die if they bleed to death, if they get their heads chopped off, limbs chopped off, if you're into that stuff
213619	2.625	7.995	0.6666666865348816	1	 I have the scariest movie in a decade
