video_id,clip_id,text,label,annotation,mode,label_by
Bfr499ggo-0,8,AND THEY KIND OF LOOKED LIKE CLOWNS THE DESERT SCENE WAS ONE OF THEM,-1.2,Negative,train,0
Bfr499ggo-0,11,THE MOVIE IS REALLY TOO LONG,-0.8,Negative,train,0
Bfr499ggo-0,10,AND THERE ARE A FEW NICE MOMENTS,1.0,Positive,train,0
Bfr499ggo-0,13,ITS NOT EVEN NECESSARY FOR THE PLOT,-1.6,Negative,train,0
Bfr499ggo-0,12,THEY SHOULDVE JUST CUT THE WEDDING IN THE BEGINNING,-1.4,Negative,train,0
Bfr499ggo-0,15,BUT ALSO NOT NECESSARY,-1.0,Negative,train,0
Bfr499ggo-0,14,I ALSO THOUGHT THAT DESERT RIDING THE CAMELS ALL TROUP STOPPED LOOKING LIKE CLOWNS,-0.2,Negative,train,0
Bfr499ggo-0,17,AND UM IT WAS JUST FUN TO SEE YOUR OLD FRIENDS AGAIN,1.4,Positive,train,0
Bfr499ggo-0,16,BUT I LOVE THE MOMENT WITH CHARLOTTE IN THE CLOSET BECAUSE WHO HASNT EXPERIENCED THAT,2.2,Positive,train,0
Bfr499ggo-0,19,BUT DONT EXPECT MUCH,-1.8,Negative,train,0
Bfr499ggo-0,18,SO IF YOUR A FAN ID DO IT,0.8,Positive,train,0
BioHAh1qJAQ,24,AND ITS JUST LIKE OR WHY DO WE NEED THESE THINGS,-1.4,Negative,train,0
BioHAh1qJAQ,25,IT DOESNT MAKE ANY SENSE,-1.6,Negative,train,0
BioHAh1qJAQ,26,BECAUSE WHEN THE OLD FLYNN FINDS THESE THINGS WHATEVER THEY ARE THEYRE SO WISE AND NAIVE KINDA LIKE NAVI NOW THAT I THINK ABOUT IT,0.8,Positive,train,0
BioHAh1qJAQ,27,CLUE WHICH IS THE PROGRAM THAT HE CREATED IN THE FIRST MOVIE KINDA PULLS A BUNNY IN THE BOILER MOMENT IN THE SENSE THAT HE TURNS INTO A CRAZY JEALOUS PSYCHO STALKER BITCH,0.0,Neutral,train,0
BioHAh1qJAQ,20,BUT THEN SAM FLYNN MEETS HIS FATHER AND TRON BASICALLY TURNS INTO A STAR WARS PREQUEL AFTER THAT ONE,-1.4,Negative,train,0
BioHAh1qJAQ,21,DISCONNECTION THEN THAT HAPPENS AT THAT POINT,-0.8,Negative,train,0
BioHAh1qJAQ,22,THE WRITERS JUST PULL THIS OUT OF THEIR ASS,-2.2,Negative,train,0
BioHAh1qJAQ,23,AND THE WHOLE MOVIE BECOMES ABOUT THESE CRAZY I I ISOS,-2.0,Negative,train,0
BioHAh1qJAQ,28,AND CLUE HAS TO BE ONE OF THE MOST IDIOTIC VILLAINS EVER CAUSE WHAT IS A WHAT IS CLUE,-2.0,Negative,train,0
BioHAh1qJAQ,29,FOR SOME KIND OF FREAKY TELEPORTATION,0.0,Neutral,train,0
BioHAh1qJAQ,1,IM A BIG FAN OF THE FIRST TRON,1.4,Positive,train,0
BioHAh1qJAQ,3,BECAUSE UM IN AT THE BEGINNING OF THE 1980S PEOPLE THOUGHT THAT COMPUTERS CAN DO EVERY EVERY ANYTHING,0.4,Positive,train,0
BioHAh1qJAQ,2,UM I THOUGHT THIS IS THE PERFECT TIME TO HAVE A TRON SEQUEL,2.2,Positive,train,0
BioHAh1qJAQ,5,BECAUSE IT KINDA CONTROLS OUR LIVES SO IT WAS THE PERFECT TIME FOR A TRON SEQUEL,1.4,Positive,train,0
BioHAh1qJAQ,4,AND EVERYTHING AND NOW TECHNOLOGY ACTUALLY DOES ANYTHING AND EVERYTHING,0.25,Positive,train,0
BioHAh1qJAQ,7,LIP SMACKING BUT I WILL SAY THAT THE FIRST THIRD OF THIS MOVIE IS AMAZING,2.6,Positive,train,0
BioHAh1qJAQ,6,UNFORTUNATELY UM THE WRITERS AND I WERE NOT EXACTLY ON THE SAME WAVELENGTH,-1.8,Negative,train,0
BioHAh1qJAQ,9,BUT YOU KNOW THE PACING IS SO GOOD,2.0,Positive,train,0
BioHAh1qJAQ,8,ITS THE BEST SUMMER MOVIE IVE SEEN ALL YEAR,2.4,Positive,train,0
BioHAh1qJAQ,11,YOU HAVE LOTS OF UH REFERENCES TO THE FIRST MOVIE,0.2,Positive,train,0
BioHAh1qJAQ,10,IT GETS STRAIGHT INTO THE STORY,1.0,Positive,train,0
BioHAh1qJAQ,13,AND ONCE SAM FLYNN ENTERS THE GRID YOU KNOW THE SOUNDTRACK DRAWS YOU IN,1.4,Positive,train,0
BioHAh1qJAQ,12,YOU HAVE NEW CHARACTERS THAT ACTUALLY HAVE A CONNECTION TO THE OLD ONES,0.666666666667,Positive,train,0
BioHAh1qJAQ,15,UH THEY DONT WASTE A LOT OF TIME ON EXPOSITION,-0.4,Negative,train,0
BioHAh1qJAQ,14,THE SPECIAL EFFECTS LOOK AMAZING,2.6,Positive,train,0
BioHAh1qJAQ,17,AND LET ME TELL YOU THE GAMES LOOK GREAT,2.4,Positive,train,0
BioHAh1qJAQ,16,BECAUSE THE MINUTE THE SOUNDPLANE ENTERS THE GRID HE IS PUT IN THE GAMES,0.25,Positive,train,0
BioHAh1qJAQ,19,UM THE CHO THE CHOREOGRAPHY OF THE FIGHTS THE SPECIAL EFFECTS I WAS SO HAPPY TO BE BACK IN THE GRID THAT I WASNT REALLY THINKING ABOUT THE STORY OR WHERE THE STORY WAS GOING,1.8,Positive,train,0
BioHAh1qJAQ,18,ALL THOSE ACTION SEQUENCES IN INVOLVING THE GAMES WERE GREAT TO WATCH,2.0,Positive,train,0
BioHAh1qJAQ,30,AND ITS LIKE YOURE A COMPUTER PROGRAM OKAY IF YOU WANT TO TAKE OVER THE WORLD USING REAL PEOPLE ITS THE WORST WAY YOU COULD POSSIBLY DO THAT INFILTRATE SOME COMPUTER SYSTEM SOMEWHERE AND DETONATE SOME NUKES OR SOMETHING,-2.0,Negative,train,0
BvYR0L6f2Ig,24,SHE DISPLAYS THE EMOTIONAL DISTRESS OF HER CHARACTER SO WELL,1.6,Positive,train,0
BvYR0L6f2Ig,25,YOU ACTUALLY FEEL FOR HER CHARACTER,1.8,Positive,train,0
BvYR0L6f2Ig,26,YOU KNOW SHES GOING THROUGH THE STRESS AND YOU FEEL SORRY FOR HER AND YOU WANNA HELP HER,1.0,Positive,train,0
BvYR0L6f2Ig,20,OLSO THIS IS ONE OF THE BEST PERFORMANCES IVE EVER SEEN OUT OF HERS,2.8,Positive,train,0
BvYR0L6f2Ig,21,IVE NOT SEEN ONE BAD MOVIE THAT SHES BEEN INTO,1.6,Positive,train,0
BvYR0L6f2Ig,22,TERIFFIC IN THAT,-1.0,Negative,train,0
BvYR0L6f2Ig,23,BUT MARY ELIZABETH WINSTEAD I MUST SAY SHE IS A TERIFFIC AND BEAUTIFUL AND TALENTED ACRESS,2.4,Positive,train,0
BvYR0L6f2Ig,1,I WAS VERY IMPRESSED WITH HIS WORK ON THE FIRST ONE,1.6,Positive,train,0
BvYR0L6f2Ig,3,BUT THE SECOND ONE IT DIDNT IN SOME WAYS TAKE TO THE NEXT LEVEL,0.4,Positive,train,0
BvYR0L6f2Ig,2,I THOUGHT THE FIRST ONE WAS CREATIVE AND INVENTIVE AND REALLY BROUGHT SOMETHING NEW TO THE CINEMA,2.0,Positive,train,0
BvYR0L6f2Ig,5,SO IT WAS JUST ABOUT EQUAL TO THE FIRST ONE,-0.2,Negative,train,0
BvYR0L6f2Ig,4,BUT IN SOME WAYS THE FIRST ONE WAS BETTER,-1.0,Negative,train,0
BvYR0L6f2Ig,7,NOW UM BUT SOME OF THE BRUSH PLOT THAT YOU MEY THINK I HATED THIS MOVIE BUT YOURE WRONG ACTUALLY I DID,1.2,Positive,train,0
BvYR0L6f2Ig,6,NOW UM BUT SOME OF THE BRUSH PLOT THAT YOU MEY THINK I HATED THIS MOVIE,-0.8,Negative,train,0
BvYR0L6f2Ig,9,FIRST IM GONNA GET INTO THE ACTING WHICH WAS MUCH MUCH BETTER THAN THE SECOND ONE,2.2,Positive,train,0
BvYR0L6f2Ig,8,I REALLY LIKED IT,0.8,Positive,train,0
BvYR0L6f2Ig,11,I DID LIKE THE SECOND ONE,0.6,Positive,train,0
BvYR0L6f2Ig,10,THE SECOND ONE HAD WOODEN ACTING IN SOME PLACES IM SORRY,-1.8,Negative,train,0
BvYR0L6f2Ig,13,BUT THE REST OF THE ACTORS WERE SO WOODEN,-1.4,Negative,train,0
BvYR0L6f2Ig,12,BUT THERE MOST OF THE ACTORS WE SO WITTY EXEPTION MAY BE THE POLICE COP AND KIM KIMBERLY,0.4,Positive,train,0
BvYR0L6f2Ig,15,I DONT KNOW THEY DO SEEM THEY NEED TO LEARN ACTING BETTER,-1.2,Negative,train,0
BvYR0L6f2Ig,14,THEY WERE JUST THEYRE JUST THEY JUST WHY ACTING WHAT THEYRE DOING ANYWAY,-1.8,Negative,train,0
BvYR0L6f2Ig,17,ANYWAY MARY ELIZABETH WINSTEAD OH MY GOD SHE IS A TERIFFIC,2.0,Positive,train,0
BvYR0L6f2Ig,16,ANYWAY THE FURTHER I WENT ACTING WAS MUCH MUCH BETTER IN THE SECOND ONE,1.8,Positive,train,0
BvYR0L6f2Ig,19,BUT SHE IS ALSO A TERIFFIC ACTRESS,2.2,Positive,train,0
BvYR0L6f2Ig,18,SHES NICE LOOKING AS WELL,0.0,Neutral,train,0
Ci-AH39fi3Y,42,IT WAS PRETTY MUCH JUST AND EXCUSE TO PUT TRAPS IN THE MOVIE BECAUSE IT WAS LITERALLY COMPLETELY IRRELEVANT,-2.2,Negative,train,0
Ci-AH39fi3Y,43,LIKE I SAID I LOVED THE HOFFMANS STORYLINE,2.2,Positive,train,0
Ci-AH39fi3Y,24,BUT THE END WAS REALLY YOU YOU KNOW,-1.0,Negative,train,0
Ci-AH39fi3Y,25,BUT I THOUGHT THE BEST PART OF SAW 5 WAS THE STORYLINE LIKE IN GENERAL,1.8,Positive,train,0
Ci-AH39fi3Y,26,THE ENDING WAS NOT YOU KNOW CRAZY SHOCKING OR ANYTHING LIKE USUAL,-0.8,Negative,train,0
Ci-AH39fi3Y,27,IT WAS NOT A REAL HUGE SAW TWIST MOMENT,-0.6,Negative,train,0
Ci-AH39fi3Y,20,BUT LUCKILY HOFFMANS STORY UM WAS A REALLY REALLY REALLY AWESOME,2.8,Positive,train,0
Ci-AH39fi3Y,21,AND UM IT TOTALLY MADE UP FOR THAT SO THATS OK,1.2,Positive,train,0
Ci-AH39fi3Y,22,AND I GUESS THATS SORT OF TRUE,0.4,Positive,train,0
Ci-AH39fi3Y,23,BECAUSE I SURE DIDNT SEE THE END COMING,0.0,Neutral,train,0
Ci-AH39fi3Y,44,SO YOU KNOW I GUESS IT BALANCES OUT,0.2,Positive,train,0
Ci-AH39fi3Y,28,UM SO YOU KNOW THAT WAS A LITTLE SURPRISING I GUESS,0.4,Positive,train,0
Ci-AH39fi3Y,29,THATS NOT TO SAY THAT THE ENDING WASNT GOOD BECAUSE IT REALLY WAS,1.4,Positive,train,0
Ci-AH39fi3Y,40,BUT ILL SMACK THEM IN THE FACE FOR THE OTHER IRRELEVANT PLOTLINE,-2.6,Negative,train,0
Ci-AH39fi3Y,41,AND DONT KNOW WHAT THE HELL THEY WERE THINKING,-2.2,Negative,train,0
Ci-AH39fi3Y,1,BECAUSE IM STILL EXCITED ABOUT IT,1.8,Positive,train,0
Ci-AH39fi3Y,3,OK ALL OF YOU KNEW THAT OBVIOUSLY,0.0,Neutral,train,0
Ci-AH39fi3Y,2,AS SOME OF YOU MIGHT NOT NOTICE I WAS EXTREMLY EXCITED ABOUT SAW 5,2.0,Positive,train,0
Ci-AH39fi3Y,5,AND EXCITED TO SEE IT,1.6,Positive,train,0
Ci-AH39fi3Y,4,SO I WAS YOU KNOW REALLY HYPED UP,1.8,Positive,train,0
Ci-AH39fi3Y,7,NOT EXECTLY WHAT I WAS EXPECTING,0.6,Positive,train,0
Ci-AH39fi3Y,6,AND I HAVE TO SAY THAT IT WAS DEFINATELY BETTER THAN THE SAW 4,1.6,Positive,train,0
Ci-AH39fi3Y,9,AND UM ITS JUST MADE ME REALLY REALLY EXCIDED FOR SAW 6,2.4,Positive,train,0
Ci-AH39fi3Y,8,BUT IT WAS STILL REALLY REALLY REALLY GOOD,2.2,Positive,train,0
Ci-AH39fi3Y,39,SO CONGRATULATIONS TO THE WRITERS FOR THAT,2.0,Positive,train,0
Ci-AH39fi3Y,38,AND IT FIT VERY WELL INTO THE SAW SERIES IN MY OPINION,1.8,Positive,train,0
Ci-AH39fi3Y,11,AND THE OTHER ONE WAS COMPLETELY IRRELEVANT AS FAR AS I CAN TELL,-1.8,Negative,train,0
Ci-AH39fi3Y,10,ONE OF THEM WAS GREAT,1.0,Positive,train,0
Ci-AH39fi3Y,13,AND THE IRRELEVANT PLOT WAS WITH FIVE RENDOM STRANGERS,-1.2,Negative,train,0
Ci-AH39fi3Y,12,THE GREAT PLOT WAS WITH HOFFMAN TYING UP ALL LOOSE ENDS AND STUFF,2.2,Positive,train,0
Ci-AH39fi3Y,15,BUT I TOTALLY MISSED HOW IT TIED IT TO THE MOVIE AT ALL,-0.8,Negative,train,0
Ci-AH39fi3Y,14,KIND OF LIKE IN SAW 2,0.0,Neutral,train,0
Ci-AH39fi3Y,17,SO THAT WAS REALLY BIZZARE AND I DIDNT CARE ABOUT THE CHARACTERS AT ALL,-2.6,Negative,train,0
Ci-AH39fi3Y,16,AND IM PRETTY SURE THATS BECAUSE IT DIDNT TIE IN TO THE MOVIE AT ALL,-1.6,Negative,train,0
Ci-AH39fi3Y,19,SO IT WAS JUST REALLY REALLY STRANGE,-0.8,Negative,train,0
Ci-AH39fi3Y,18,BECAUSE THEY WERENT YOU KNOW INTRODUCED WELL REALLY,-1.2,Negative,train,0
Ci-AH39fi3Y,31,WHICH IS STILL GOOD,1.4,Positive,train,0
Ci-AH39fi3Y,30,BUT IT WAS NOT EXECTLY WHAT I WAS EXPECTING AND SE SERIOUSLY EVERYTHING LEADING UP TO THE END WAS BETTER THAN THE ENDING,-1.0,Negative,train,0
Ci-AH39fi3Y,37,BUT LIKE I SAID THE PLOT OF HOFFMAN AND EVERYTHING THAT WAS REALLY REALLY AWESOME,2.6,Positive,train,0
Ci-AH39fi3Y,36,AND IT DIDNT EVEN YOU KNOW TRY TO CLOSE IT AT ALL LIKE THE WIND ISNT GONNA BLOW IT OVER OR ANYTHING ITS JUST OPEN,-1.5,Negative,train,0
Ci-AH39fi3Y,35,BUT MAN OH MAN IT REALLY LEFT THE DOOR OPEN,0.8,Positive,train,0
Ci-AH39fi3Y,34,AND IT PRETTY MUCH JUST LEFT THE DOOR WIDE OPEN FOR SAW 6,0.2,Positive,train,0
Ci-AH39fi3Y,33,SAW 5 HAS LEFT LIKE NO CLOSURE AT ALL AT THE END OF THE MOVIE,-2.0,Negative,train,0
Ci-AH39fi3Y,32,BECAUSE THE MOVIE IS GOOD,2.0,Positive,train,0
Clx4VXItLTE,24,HAH SO EVERYONE LIKE EVERYONE IN CINEMA WAS KIND LIKE ME,0.8,Positive,train,0
Clx4VXItLTE,25,BECAUSE EVERYTIME THAT WAS LIKE A JUMP EVERYONE JUMPED,0.8,Positive,train,0
Clx4VXItLTE,26,YOU COULD FEEL THE JUMP IN,1.0,Positive,train,0
Clx4VXItLTE,27,AND EVERYONE WAS LAUGHING AFTERWARDS,1.0,Positive,train,0
Clx4VXItLTE,20,AND I WOULD GO TO THE CINEMA AGAIN TO SEE IT,1.2,Positive,train,0
Clx4VXItLTE,21,BECAUSE THAT ATMOSPHERE LIKE EVERYONE JUST SCREEAMS,0.4,Positive,train,0
Clx4VXItLTE,22,AND JUST AND ITS JUST ITS SO FUNNY,0.8,Positive,train,0
Clx4VXItLTE,23,UM SOMETHING LIKE WHAT I DO LIKE IF I JUMP A LOT,1.75,Positive,train,0
Clx4VXItLTE,28,I THINK THATS HOW THEY COPE WITH GETTING JUM LIKE SCARED AND JUMP AND STUFF,0.4,Positive,train,0
Clx4VXItLTE,29,FROM THERE IT DOES GET A BIT LIKE HUH NOT AS REAL AS WHAT HAS BEEN GOING ON,-1.0,Negative,train,0
Clx4VXItLTE,1,AND IT IS JUMPY FOR PEOPLE WHO DONT LIKE GETTING SCARED OR JUMPY OR ANYTHING,-1.0,Negative,train,0
Clx4VXItLTE,3,AND LIKE I DO JUMP,0.4,Positive,train,0
Clx4VXItLTE,2,BUT FOR SOMEONE LIKE ME WHO LOVES HORROR MOVIES,0.6,Positive,train,0
Clx4VXItLTE,5,SO I THINK IM LIKE IMMUNE TO THEM,-0.6,Negative,train,0
Clx4VXItLTE,4,BUT I DONT EXACTLY GET SCARED,-0.8,Negative,train,0
Clx4VXItLTE,7,I JUST THATS FREAKY AS HELL YEHA,0.5,Positive,train,0
Clx4VXItLTE,6,AND THE ONLY HE MO FILM THAT IM REALLY SCARED ABOUT IS SMALL SOLDIERS,-0.4,Negative,train,0
Clx4VXItLTE,9,LIKE IT CRACKED ON STREIGHT AWAY WITH WHAT THE HELL IS GOING ON,-1.0,Negative,train,0
Clx4VXItLTE,8,BUT INSIDIOUS UM STAR REALLY GOOD,0.8,Positive,train,0
Clx4VXItLTE,11,AND SOME OF THE ACTING IS A LITTLE BIT LIKE OH MY GOD YOU WOULDNT REALLY DO THAT,-1.2,Negative,train,0
Clx4VXItLTE,10,LIKE IT DOSNT JUST LIKE AND I WAS AT UM THERES A PROBLEM THERES A STORY LIKE ADN ITS LIKE STREIGHT AWAY FUN STORYLINE STARTED,0.2,Positive,train,0
Clx4VXItLTE,13,BUT ITS JUST SOMETIMES ITS JUST A LITTLE BIT LIKE OH GOD THEY REALY SHOULDNT HAVE DONE THAT CRINGE,-0.6,Negative,train,0
Clx4VXItLTE,12,BUT THATS LIKE OLD MOVIES ITS JUST LIKE I WOULDNT SAY BAD CASTING,-1.4,Negative,train,0
Clx4VXItLTE,15,LIKE REALLY JUMPED ME MY FRIEND,-0.75,Negative,train,0
Clx4VXItLTE,14,UM BUT REALLY GOOD,1.6,Positive,train,0
Clx4VXItLTE,17,BUT IT REALLY SURPRISED AS I SAID WHAT YOU WANNA GO HOME,-0.8,Negative,train,0
Clx4VXItLTE,16,AND SHE WANTED TO GO HOME AND THATS LIKE SEEING A LOT FOR HER COZ SHE LIKES HORROR MOVIES AS MUCH AS I DO,-1.2,Negative,train,0
Clx4VXItLTE,19,I JUMPED HELL OF A LOT TIMES,1.4,Positive,train,0
Clx4VXItLTE,18,HUH BUT I AM IT WAS JUMPY,-0.5,Negative,train,0
Clx4VXItLTE,31,BECAUSE THERE IS PEOPLE THAT WANNA GO AND SEE IT HAVENT SEEN IT YET AND MIGHT SEE THIS VIDEO,0.2,Positive,train,0
Clx4VXItLTE,30,ITS KIND OF LIKE QUITE FAKE LIKE I JUST I COULDNT BELIEVE IT I WAS LIKE WHAT WHAT ARE YOU DOING,-2.25,Negative,train,0
Dg_0XKD0Mf4,11,BUT OVERALL I ENJOYED IT,1.6,Positive,train,0
Dg_0XKD0Mf4,10,WHOEVER WROTE THIS ISNT THE WRITER DEFINATELLY,-1.6,Negative,train,0
Dg_0XKD0Mf4,13,UM AND THE MOVIE WAS PRETTY SHORT,-0.6,Negative,train,0
Dg_0XKD0Mf4,12,THE THE WHOLE MOVIE I WAS YOU KNOW THINKING THIS ISN AS BAD AS IVE HEARD AND IT WASNT,1.2,Positive,train,0
Dg_0XKD0Mf4,15,OTHER THAN THAT UM I THINK IT WAS AND OK MOVIE,0.8,Positive,train,0
Dg_0XKD0Mf4,14,AND THE DIALOGUE THREW ME OFF,-1.0,Negative,train,0
Dg_0XKD0Mf4,17,I DONT THINK ITS AS BAD AS YOU PROBABLY READ ON REVIEWS,0.2,Positive,train,0
Dg_0XKD0Mf4,16,DEFINATELLY A LITTLE BIT ABOVE AVERAGE,1.2,Positive,train,0
Dg_0XKD0Mf4,18,SO YEAH GO SEE IT,1.4,Positive,train,0
Dg_0XKD0Mf4,1,I MEAN IT STARTS OUT REALLY SLOW,-1.0,Negative,train,0
Dg_0XKD0Mf4,3,IT WAS A COOL MOVIE,1.4,Positive,train,0
Dg_0XKD0Mf4,2,BUT OVERALL UM GO SEE IT,0.8,Positive,train,0
Dg_0XKD0Mf4,5,UM I THOUGHT THEY CASTED KIND OF WELL,1.0,Positive,train,0
Dg_0XKD0Mf4,4,THE ACTING WAS ALLRIGHT,0.2,Positive,train,0
Dg_0XKD0Mf4,7,OH MY GOD THE WHOLE MOVIE HAD A REALLY DRY DIALOGUE,-1.6,Negative,train,0
Dg_0XKD0Mf4,6,BUT WHAT REALLY THREW ME OFF WAS THE DIALOGUE VERY CHEEZY DIALOGUE,-2.4,Negative,train,0
Dg_0XKD0Mf4,9,BUT I DONT THINK THE HUMOUR REDEEMED THE MOVIE FROM BEING SO BAD IN THE DIALOGUE DEPARTMENT,-1.8,Negative,train,0
Dg_0XKD0Mf4,8,THERE WERE A COUPLE FUNNY PARTS,0.4,Positive,train,0
G-xst2euQUc,11,UM IT HAS IT HAS A VERY PREDICTABLE STORY,-1.4,Negative,train,0
G-xst2euQUc,10,AND AGAIN IT DOES REALLY TUG AT THE HEART STRENGHTS WITH THE LITTLE BABY ANIMALS AT THE BEGINNING,1.4,Positive,train,0
G-xst2euQUc,13,BUT IF IT WAS ANNE HATHAWAY WHO DID THE SINGING SHE DID A GREAT JOB,2.4,Positive,train,0
G-xst2euQUc,12,THAT SO WHAT IS STILL A REALLY GREAT MOVIE TO TAKE YOUR WHOLE FAMILY TO,1.8,Positive,train,0
G-xst2euQUc,15,ANYWAY UM I WOULD RECOMMEND IT IF IF YOURE LIKE ME AND YOU DONT NORMALLY GO TO SEE ANIMATED MOVIES,1.2,Positive,train,0
G-xst2euQUc,14,I HAD NO IDEA THAT ANNE HATHAWAY COULD REALLY SING,-0.6,Negative,train,0
G-xst2euQUc,17,UM BUT THERE REALLY HASNT BEEN MUCH TO HAS COME OUT THIS YEAR SO FAR THAT IM DYING TO GO SEE,-0.2,Negative,train,0
G-xst2euQUc,16,AND IM IM NOT REALLY IN A BIG HURRY AT MY AGE TO GO SEE ANIMATED MOVIES,-0.2,Negative,train,0
G-xst2euQUc,19,AND I WAS THOROUGHLY UM SURPRISED,0.6,Positive,train,0
G-xst2euQUc,18,AND WE REALLY WANTED TO GET OUT OF THE HOUSE UM LAST NIGHT,0.0,Neutral,train,0
G-xst2euQUc,20,AT HOW MUCH I REALLY DID ENJOY IT,2.0,Positive,train,0
G-xst2euQUc,1,ANYWAYIT WAS A REALLY CUTE MOVIE,2.0,Positive,train,0
G-xst2euQUc,3,I REALLY DIDNT WANNA GO SEE IT,-1.4,Negative,train,0
G-xst2euQUc,2,I DID NOT THINK I WAS GONNA LIKE IT,0.0,Neutral,train,0
G-xst2euQUc,5,AND I WAS PLEASANTLY SURPRISED BY THIS MOVIE,1.8,Positive,train,0
G-xst2euQUc,4,AND IT SEEMS TO ME THAN WHEN PRODUCTION COMPANIES START PUSHING MOVIES THAT FAR AHEAD AND WHEN THEY WERE GONNA BE RELEASED THAT USAUALLY MEANS THAT THEY ARE NOT GONNA BE GREAT,-2.0,Negative,train,0
G-xst2euQUc,7,UM THIS IS A GREAT FAMILY MOVIE TO TAKE YOUR WHOLE FAMILY TO THIS MOVIE,2.2,Positive,train,0
G-xst2euQUc,6,I WAS I THOROUGHLY ENJOYED IT,2.4,Positive,train,0
G-xst2euQUc,9,UM I THOUGHT THE STORY LINE WAS REALLY CUTE,2.0,Positive,train,0
G-xst2euQUc,8,ITS GREAT FOR ALL AGES,2.2,Positive,train,0
G-xst2euQUc,21,SO I WOULD RECOMMEND THIS MOVIE,1.4,Positive,train,0
G6GlGvlkxAQ,24,UM BUT THEY ALSO DID A GREAT JOB IN BUILDING THE BACKSTORY OF JANE FOSTER PLAYED BY NATALIE PORTMAN AND HER CREW AND HOW THEY RELATE TO THOR,2.0,Positive,train,0
G6GlGvlkxAQ,25,SO I THINK THAT WAS REALLY GOOD,1.8,Positive,train,0
G6GlGvlkxAQ,26,THEY DIDNT BELABORED THOR ON EARTH,0.25,Positive,train,0
G6GlGvlkxAQ,27,HE SOUNDED LIKE HE DIDNT LEARN FROM THE EARTHLINGS,-0.4,Negative,train,0
G6GlGvlkxAQ,20,OR WHY WHY ARE THEY HERE,0.0,Neutral,train,0
G6GlGvlkxAQ,21,YOU HAVE TO ESTABLSIH THAT FAIRLY QUICKLY,0.0,Neutral,train,0
G6GlGvlkxAQ,22,AND I THINK THAT DIRECTORS OF THOR AND THE SCRIPT WRITERS DID THAT RIGHT AWAY,0.6,Positive,train,0
G6GlGvlkxAQ,23,YOU SAW THOR FOR HOW HES IN THE COMICS POMPOUS AN AROGANT INDIVIDUAL,-1.4,Negative,train,0
G6GlGvlkxAQ,28,UM SO THAT MAKES SENSE,0.0,Neutral,train,0
G6GlGvlkxAQ,29,YOU GET OTHER WHOLE SHIELD INVOLVEMENT WHICH IS COOL TO SEE THAT A LOT OF COOLER REFERENCES THAT AT ONE POINT THEY REFERENCE IM A DOCTOR WITH GAMA RADIATION,2.4,Positive,train,0
G6GlGvlkxAQ,1,I WOULD PUT MONEY ON IT THAT IT IS GOING TO BE THE BLOCKBUSTER HIT OF THE SUMMER IN TERMS OF WHEN YOU LOOK AT ALL THE MOVIES,2.6,Positive,train,0
G6GlGvlkxAQ,3,I THINK THAT WOULD DO VERY WELL,1.2,Positive,train,0
G6GlGvlkxAQ,2,I IM A CAP GUY CAPTAIN AMERICA FAN,1.0,Positive,train,0
G6GlGvlkxAQ,5,I THINK ITS GONNA CATAPULT CHRIS HEMSWORTH TO BE EVEN A BIGGER STAR,1.6,Positive,train,0
G6GlGvlkxAQ,4,UM SO I THINK THOR IS REALLY GONNA DO WELL,1.0,Positive,train,0
G6GlGvlkxAQ,7,CHARLIE SHEEN WAS WINNING THERE,1.6,Positive,train,0
G6GlGvlkxAQ,6,UM GREAT 80S MOVIE FOR THOSE WHO HAVENT SEEN IT,2.8,Positive,train,0
G6GlGvlkxAQ,9,SO THEY COULD UM UM KIND OF GET A LITTLE BIT OF CHRIS HEMSWORTH STAR POWER INTO THAT,0.8,Positive,train,0
G6GlGvlkxAQ,8,AND HES WINNING NO,0.5,Positive,train,0
G6GlGvlkxAQ,11,THEY DID VERY WELL TO ESTABLISH THE CHARACTER OF THOR,1.6,Positive,train,0
G6GlGvlkxAQ,10,UM GREAT MOVIE OVERALL,2.2,Positive,train,0
G6GlGvlkxAQ,13,AND YOU SAW THIS WITH THE NBC RECENT FLOP OF THE CAPE WHICH IS A SHOW I LOVE,-0.2,Negative,train,0
G6GlGvlkxAQ,12,THE PROBLEM WITH A LOT OF COMIC BOOK SHOWS AND MOVIES,-1.2,Negative,train,0
G6GlGvlkxAQ,15,AND THEY NEEDED CHARACTER ESTABLISHED RIGHT AWAY,-1.4,Negative,train,0
G6GlGvlkxAQ,14,BUT THE AUDIENCE THAT WAS WATCHING IT THEY NEEDED THEY NEEDED A PAY OFF RIGHT AWAY,-0.2,Negative,train,0
G6GlGvlkxAQ,17,AND WHY IS THIS PERSON WEARING TIGHTS,-0.8,Negative,train,0
G6GlGvlkxAQ,16,UM WHAT YOU GET IN THE SITCOMS IN TERMS OF COMIC BOOKS AND KIND OF THE MOVIES THAT TAKE SO LOUD TO BUILD THAT,0.0,Neutral,train,0
G6GlGvlkxAQ,19,YOU KNOW WHY WHAT IS THEIR MISSION,-0.4,Negative,train,0
G6GlGvlkxAQ,18,OR WHY ARE THEY CARRYING A HAMMER,-0.666666666667,Negative,train,0
GWuJjcEuzt8,11,ITS SEXY BUT NOT SLUTTY,1.4,Positive,train,0
GWuJjcEuzt8,10,THAT THE DANCERS UM WONDERFUL,2.2,Positive,train,0
