id	start	stop	cid	vid	text	label	elapse
2iD-tVS8NPw_3	24.80612245	27.08095238	3	2iD-tVS8NPw	I ENJOYED IT FOR WHAT IT WAS YOU KNOW	1.4	2.2748299299999992
2iD-tVS8NPw_2	21.21428571	24.80612245	2	2iD-tVS8NPw	BUT I AT THE SAME TIME I DO WANNA JUST SAY THAT I ENJOYED THIS MOVIE	2.2	3.5918367400000015
2iD-tVS8NPw_5	32.47868481	34.16485261	5	2iD-tVS8NPw	THIS IS A MOVIE THAT YOURE GONNA GO OUT AND SEE	2.0	1.6861677999999998
2iD-tVS8NPw_4	27.08095238	32.47868481	4	2iD-tVS8NPw	ITS A HUGE SORT OF SPECTACLE MOVIE THAT IS GREAT FOR THIS SUMMER TIME YOU KNOW	2.2	5.397732429999998
2iD-tVS8NPw_7	35.91088435	44.76077098	7	2iD-tVS8NPw	BECAUSE I I WOULD ACTUALLY SAY THIS PROBABLY IS ONE OF THE FIRST MOVIES THIS YEAR THAT IVE SEEN THIS YEAR THAT YOU WANNA SEE IN 3D ESPECIALLY FOR JUST THE OPENING PORTION	2.4	8.849886629999993
2iD-tVS8NPw_6	34.16485261	36.06054422	6	2iD-tVS8NPw	AND YOU WANNA SEE IT IN 3D	2.0	1.89569161
2iD-tVS8NPw_9	46.00793651	47.95351474	9	2iD-tVS8NPw	AND THE REST OF IT DOES LOOK GOOD AS WELL	1.4	1.9455782300000024
2iD-tVS8NPw_8	44.76077098	46.00793651	8	2iD-tVS8NPw	IT LOOKS REALLY GOOD	1.8	1.2471655300000037
2iD-tVS8NPw_11	50.98662132	53.50090703	11	2iD-tVS8NPw	ITS NOT LIKE A DARK MOVIE OR ANYTHING	0.2	2.514285710000003
2iD-tVS8NPw_10	47.95351474	50.98662132	10	2iD-tVS8NPw	AND I JUST HAD FUN WATCHING THIS MOVIE	2.2	3.033106579999995
2iD-tVS8NPw_13	54.84784581	61.93174603	13	2iD-tVS8NPw	SO ITS PERFECT FOR KIDS AS WELL AS JUST LIKE TEENAGERS AS WELL WHO JUST WANNA SEE A LOT OF EXPLOSIONS AND SOME CRAZY STUFF	2.2	7.083900219999997
2iD-tVS8NPw_12	53.50090703	54.84784581	12	2iD-tVS8NPw	ITS VERY MUCH A LIGHT HEARTED	1.2	1.3469387800000021
2iD-tVS8NPw_15	69.46462585	71.09092971	15	2iD-tVS8NPw	BECAUSE IT LOOKS LIKE A CARTOON	-1.5	1.626303859999993
2iD-tVS8NPw_14	61.93174603	69.46462585	14	2iD-tVS8NPw	AND YOU KNOW GOING INTO IT OR THESE WATCHING THE TRAILERS BEFORE HEAD I WAS REALLY KIND OF HESITANT ABOUT SEEING THE GREEN LANTERN IN THE FIRST PLACE	-1.0	7.532879820000005
2iD-tVS8NPw_17	74.24376417	79.18253968	17	2iD-tVS8NPw	BECAUSE I THINK WHY NOT JUST MAKE THIS YOU KNOW MOVIE THIS LIVE ACTION MOVIE AND TALK CARTOON	-0.6	4.938775509999999
2iD-tVS8NPw_16	71.09092971	74.24376417	16	2iD-tVS8NPw	IM NOT REALLY A HUGE FAN OF HAVING LIKE ALL THESE 3D CHARACTERS	-1.6	3.152834460000008
2iD-tVS8NPw_19	81.01836735	83.48276644	19	2iD-tVS8NPw	AND IT SEEMED LIKE THEY WERE GONNA GO THAT ROUTE	0.0	2.4643990900000006
2iD-tVS8NPw_18	79.18253968	81.01836735	18	2iD-tVS8NPw	THATS REALLY THE ROUTE THAT YOURE GONNA GO	0.333333333333	1.8358276700000005
2iD-tVS8NPw_30	175.3439909	179.993424	30	2iD-tVS8NPw	ITS NOT LIKE THE GREEN LANTERN IS THE NEXT BATMAN BEGINS OR OR THE DARK NIGHTER	-0.4	4.64943310000001
5W7Z1C_fDaE_24	70.36258503	76.10952391	24	5W7Z1C_fDaE	YEAP ABSOLUTELY NOT TO BE MISSED	2.4	5.746938879999988
5W7Z1C_fDaE_20	55.64603175	57.77120181	20	5W7Z1C_fDaE	ITS EXTREMLY WELL MADE	2.8	2.125170060000002
5W7Z1C_fDaE_21	57.77120181	62.63015873	21	5W7Z1C_fDaE	ITS EXTREMLY DARE I SAY FUN TO WATCH IN A REALLY MESSED UP KIND OF WAY	2.0	4.858956919999997
5W7Z1C_fDaE_22	57.77120181	64.77528345	22	5W7Z1C_fDaE	ITS EXTREMLY DARE I SAY FUN TO WATCH IN A REALLY MESSED UP KIND OF WAY AND EVEN NOW ITS A HORROR FILM	1.6	7.0040816400000026
5W7Z1C_fDaE_23	64.77528345	70.36258503	23	5W7Z1C_fDaE	ITS DEFINATELY GOT SOME FUN KEVIN SMITH MOMENTS IN IT FOR YOU TO LAUGH WITH UM	1.8	5.587301580000002
5W7Z1C_fDaE_1	5.809297052	10.62834467	1	5W7Z1C_fDaE	PROBABLY ONE OF THE BALLSIEST PROBABLY ONE OF THE BALLSIEST FIMS OD SUNDANCE 2011	2.0	4.819047618000001
5W7Z1C_fDaE_3	13.72131519	14.70907029	3	5W7Z1C_fDaE	ITS BOLD	0.8	0.9877550999999993
5W7Z1C_fDaE_2	9.850113379	13.72131519	2	5W7Z1C_fDaE	UM AS REALLY THE BEST WAY TO DESCRIBE THIS FILM IS ITS BIG	1.4	3.8712018110000006
5W7Z1C_fDaE_5	15.41746032	17.32312925	5	5W7Z1C_fDaE	IT MAKES BIG POWERFULS STATEMENTS	2.0	1.905668930000001
5W7Z1C_fDaE_4	14.70907029	15.41746032	4	5W7Z1C_fDaE	ITS STRONG	0.4	0.7083900300000003
5W7Z1C_fDaE_7	18.69002268	25.51451247	7	5W7Z1C_fDaE	EVERYTHING FROM THE WAY ITS BEING RELEASED TO THE PERFORMANCES AND TO THE STORY ITSELF IS ABSOLUTELY OVRT THE TOP IMPRESSIVE	2.2	6.824489790000001
5W7Z1C_fDaE_6	17.32312925	18.69002268	6	5W7Z1C_fDaE	IT DOESNT HOLD BACK	0.5	1.3668934299999975
5W7Z1C_fDaE_9	26.59206349	29.06643991	9	5W7Z1C_fDaE	ITS A HUGE BREAK THROUGH FOR KEVIN SMITH	2.4	2.4743764199999987
5W7Z1C_fDaE_8	25.51451247	26.59206349	8	5W7Z1C_fDaE	AND REALLY WELL DONE	2.6	1.0775510200000014
5W7Z1C_fDaE_11	32.23922902	34.50408163	11	5W7Z1C_fDaE	JOHN GOODMAN ABSOLUTELY AMAZING	2.6	2.2648526099999984
5W7Z1C_fDaE_10	29.06643991	32.23922902	10	5W7Z1C_fDaE	ITS COMPLETELY DIFFERENT FROM ANYTHING WEVE EVER SEEN HIM DO BEFORE	0.4	3.1727891100000036
5W7Z1C_fDaE_13	37.97619048	39.59251701	13	5W7Z1C_fDaE	ITS SO WELL DONE	2.6	1.616326530000002
5W7Z1C_fDaE_12	34.50408163	37.97619048	12	5W7Z1C_fDaE	MELISSA LEO WILL HAVE YOU CREEPED OUT TO YOUR INNER CORE WITH HER TINY LITTLE SMILE	0.8	3.472108849999998
5W7Z1C_fDaE_15	42.93492063	44.58117914	15	5W7Z1C_fDaE	ITS A HORROR FILM IA A TRUE SENSE	0.25	1.6462585100000027
5W7Z1C_fDaE_14	39.59251701	42.93492063	14	5W7Z1C_fDaE	FOR ALL OF THOSE PEOPLE WHO ARE HATING ON IT I DONT KNOW WHAT THEY ARE COMPLAINING ABOUT IT	1.8	3.342403619999999
5W7Z1C_fDaE_17	46.7861678	50.96666667	17	5W7Z1C_fDaE	UM IT IS IT IS DEFINATELY ONE OF THOSE FILMS THATS NOT GONNA BE EASY FOR YOU TO FIND	0.2	4.180498870000001
5W7Z1C_fDaE_16	44.58117914	46.7861678	16	5W7Z1C_fDaE	AND IT IS ABSOLUTELY HORRIFYING	-2.0	2.204988659999998
5W7Z1C_fDaE_19	53.06190476	55.64603175	19	5W7Z1C_fDaE	WHENEVER IT COMES TO YOUR TOWN DO NOT MISS IT	2.8	2.5841269900000015
5W7Z1C_fDaE_18	50.96666667	53.06190476	18	5W7Z1C_fDaE	ITS BEING RELEASED IN A VERY INTERESTING WAY	1.2	2.095238089999995
6Egk_28TtTM_11	133.0501134	145.0029478	11	6Egk_28TtTM	AND I THINK I WHY I WOULD BE SCARED IS BECAUSE I WOULD FEEL SCARED AND KIND OF SAD IF I LOST MY OWN MOTHER	-1.2	11.9528344
6Egk_28TtTM_10	123.1526077	129.5879819	10	6Egk_28TtTM	I AM EIGHT YEARS OLD AND I THOUGHT IT WAS REALLY S KIND OF SCARY	0.6	6.435374199999984
6Egk_28TtTM_12	145.0029478	148.5349206	12	6Egk_28TtTM	BUT IT ALL TURNS OUT GREAT IN THE END	2.4	3.5319728000000055
6Egk_28TtTM_1	4.801587302	9.979818594	1	6Egk_28TtTM	I JUST GOT FINISHED WATCHING AN EXCELLENT MOVIE CALLED MARS NEEDS MOMS	3.0	5.1782312919999995
6Egk_28TtTM_3	40.93945578	51.52539683	3	6Egk_28TtTM	I LIKED GRIBBLE BECAUSE HE HELPED MILO GET MILOS MOTHER AWAY FROM THE ALIANS	1.8	10.585941049999995
6Egk_28TtTM_2	33.01746032	40.93945578	2	6Egk_28TtTM	AND MY FAVORITE CHARACTERS IN THE MOVIE WOULD HAVE TO BE MILO MILOS MOTHER AND GRIBBLE	2.0	7.921995460000005
6Egk_28TtTM_5	54.25918367	62.40068027	5	6Egk_28TtTM	AND MY FAVORITE PART IN THE MOVIE WAS WHEN MILO HAS TO SAVE GRIBBLE	2.2	8.141496600000004
6Egk_28TtTM_4	51.03650794	54.25918367	4	6Egk_28TtTM	WHICH I THOUGHT WAS AWESOME	2.8	3.222675729999999
6Egk_28TtTM_7	103.00839	106.4106576	7	6Egk_28TtTM	BECAUSE IT IS A GOOD MOVIE	2.2	3.4022675999999876
6Egk_28TtTM_6	97.50090703	103.00839	6	6Egk_28TtTM	AND I WOULD RECOMMEND THIS MOVIE FOR AGES 3 AND UP	2.0	5.507482970000012
6Egk_28TtTM_9	114.8714286	123.1526077	9	6Egk_28TtTM	LIKE FOR EXAMPLE MY BROTHER IS FIVE YEARS OLD AND HE DIDNT THINK THIS MOVIE WAS SCARY AT ALL	-0.4	8.281179100000003
6Egk_28TtTM_8	106.4106576	114.8714286	8	6Egk_28TtTM	AND IT DEPENDS WHAT AGE YOU ARE AND HOW YOU TO HOW YOU FEEL LIKE SEE THE MOVIE	0.8	8.460771000000008
6_0THN4chvY_11	87.86281179	89.74852608	11	6_0THN4chvY	BEACUSE I WANTED TO SEE HOW THEY COULD FRAME THAT	0.25	1.88571429000001
6_0THN4chvY_10	83.74217687	87.66326531	10	6_0THN4chvY	UM THAT WAS PROBABLY PART OF THE TRAILER THAT GOT ME TO GO AND SEE THE MOVIE	0.4	3.9210884400000054
6_0THN4chvY_13	95.63514739	96.75260771	13	6_0THN4chvY	ITS A GREAT ONE	2.2	1.1174603200000064
6_0THN4chvY_12	89.74852608	95.63514739	12	6_0THN4chvY	SO UM IF YOU HAVENT SEEN WINNIE THE POOH AND YOU LIKE FAMILY FILMS GO SEE IT	1.8	5.886621309999995
6_0THN4chvY_14	96.75260771	99.03741497	14	6_0THN4chvY	I DEFINATELY RECOMMEND IT	2.2	2.284807259999994
6_0THN4chvY_1	38.83424036	45.04013605	1	6_0THN4chvY	AND SO I WAS KIND OF CURIOUS TO SEE MAYBE IF THAT WAS WHAT DISNEY WAS GOING FOR AND IT DEFINATELY WAS WHAT THAY WERE GOING FOR	1.6	6.205895689999998
6_0THN4chvY_3	59.96621315	64.31632653	3	6_0THN4chvY	UM ITS ITS GREAT IF YOU REMEMBER THAT WAS OLD FILMS	2.0	4.350113379999996
6_0THN4chvY_2	51.11632653	59.96621315	2	6_0THN4chvY	BUT I BET IF YOU PUT THEM NEXT TO THE NEW FILM THAT THE STYLE WOULD BE SIMILAR ENOUGH THAT YOU WOULDNT BE ABLE TO REALLY TELL WHAT THE DIFFERENCE IS	0.6	8.84988662
6_0THN4chvY_5	65.73310658	67.55895692	5	6_0THN4chvY	THE STORY IS PRETTY SIMPLE	0.0	1.8258503400000023
6_0THN4chvY_4	64.31632653	65.73310658	4	6_0THN4chvY	WOULD BE GREAT FOR KIDS TOO	2.0	1.4167800499999998
6_0THN4chvY_7	70.38253968	74.07414966	7	6_0THN4chvY	UM FUNNY JOKES THAT THE KIDS WOULD GET	0.8	3.6916099800000097
6_0THN4chvY_6	67.55895692	70.38253968	6	6_0THN4chvY	WEVE GOT GREAT JOKES	1.6	2.8235827599999936
6_0THN4chvY_9	79.3122449	83.74217687	9	6_0THN4chvY	BECAUSE HE SAYS ISSUE AND THEY THINK HE IS SAYING AT YOU	-0.6	4.429931969999998
6_0THN4chvY_8	74.07414966	79.3122449	8	6_0THN4chvY	UM I LOVE THE SCENE WHERE EEYORE AND POOH THINK THAT OWL IS GETTING SICK	2.0	5.238095239999993
73jzhE8R1TQ_11	116.1385488	119.8800454	11	73jzhE8R1TQ	AND BUT XXX WERE TOO HOLLYWOOD FOR ME	-1.2	3.741496600000005
73jzhE8R1TQ_10	108.7453515	116.1385488	10	73jzhE8R1TQ	THE NUMBERS THEY AND THEY KIND OF STUCK TO THE BOOK OF IT SO I LIKE THAT	1.4	7.393197299999997
73jzhE8R1TQ_13	127.9816327	138.9666667	13	73jzhE8R1TQ	BECAUSE THINK ABOUT IT IF YOU IF YOUR TOP PRIORITY IS SURVIVAL THAN WHY WOULD YOU BE WORRIED ABOUT HAVING THE LATEST TECHNOLOGY YOU KNOW WHAT I MEAN	-0.6	10.985033999999985
73jzhE8R1TQ_12	119.8800454	128.4505669	12	73jzhE8R1TQ	LIKE TH THIS THING ISNT REALLY A BIG DEAL BUT UM I I DDINT LIKE THE FACT THAT JOHN HAD AN IPHONE	-1.2	8.570521500000012
73jzhE8R1TQ_15	145.3820862	154.0024943	15	73jzhE8R1TQ	BUT MY OPININ LIKE HE SHOULDNT HAVE AN IPHONE HE SHOULDNT CARE ABOUT THE LATEST TRENDS SO THATS REALLY WHAT THE LIEUTENANT XXX	-1.6	8.620408099999992
73jzhE8R1TQ_14	138.9666667	145.3820862	14	73jzhE8R1TQ	SO SINCE WERE NOT REALLY SURE WHAT THEIR FINANCIAL SITUATION IS THEY COULD BE LIKE SCRAPING BY OR THEY COULD BE TOTALLY RICH	0.0	6.415419500000013
73jzhE8R1TQ_17	157.4247166	160.4478458	17	73jzhE8R1TQ	UM LIKE I SAID IT WASNT BIG DEAL	-0.4	3.0231291999999996
73jzhE8R1TQ_16	153.8727891	157.4247166	16	73jzhE8R1TQ	I THOUGHT IT WAS ALL TOO COMMERCIAL IN THAT ASPECT	-0.2	3.551927500000005
73jzhE8R1TQ_19	167.9408163	174.6256236	19	73jzhE8R1TQ	UM ANOTHER THING THAT DID BOTHER ME WERE THE KISSINGS	-1.2	6.684807300000017
73jzhE8R1TQ_18	160.4478458	167.9408163	18	73jzhE8R1TQ	AND YOU PROBABLY DONT THINK SO BUT YOU KNOW JUST ONE OF THOSE LITTLE THINGS THAT THAT HURT YOU FOR SOME REASON YOU KNOW WHAT I MEAN	-1.6	7.492970499999984
73jzhE8R1TQ_1	74.37346939	80.63922902	1	73jzhE8R1TQ	UM SO THERE ARE THINGS THAT I LIKED ABOUT THE MOVIE BETTER THAN I LIKED ABOUT THE BOOK AND VICE VERSE	1.0	6.265759630000005
73jzhE8R1TQ_3	86.02698413	90.64648526	3	73jzhE8R1TQ	MAYBE BECAUSE NUMBER FOUR WAS NOT MY ALL TIME FAVORITE BOOK	-0.8	4.619501130000003
73jzhE8R1TQ_2	80.63922902	86.02698413	2	73jzhE8R1TQ	IT WASNT LIKE IT WASNT LIKE OH THE BOOK WAS SO MUCH HARDER THAN MOVIE	-0.8	5.3877551100000005
73jzhE8R1TQ_5	91.45464853	95.01655329	5	73jzhE8R1TQ	BUT BUT UM I WASNT CRAZY ABOUT IT	-0.8	3.5619047600000044
73jzhE8R1TQ_4	90.64648526	91.45464853	4	73jzhE8R1TQ	IT WAS A GOOD BOOK	1.6	0.8081632699999943
73jzhE8R1TQ_7	98.66825397	100.6038549	7	73jzhE8R1TQ	SO I LIKED THE MOVIE	1.4	1.9356009300000068
73jzhE8R1TQ_6	95.01655329	98.66825397	6	73jzhE8R1TQ	SO YEAH AND THE MOVIE WAS PRETTY GOOD IN MY OPINION	1.8	3.6517006799999905
73jzhE8R1TQ_9	104.5548753	109.7430839	9	73jzhE8R1TQ	GOOD JOB OF EXPLAINING THING WITH LORAIN THE MOGADORIANS	0.5	5.188208599999996
73jzhE8R1TQ_8	100.6038549	104.5548753	8	73jzhE8R1TQ	BECAUSE IT DID A GOOD JOB OF EXPLAINING THE BACK STORY IN THE BOOK	1.8	3.9510204000000044
7JsX8y1ysxY_24	127.6723356	129.3385488	24	7JsX8y1ysxY	UM HE WAS AWESOME	2.4	1.6662132000000156
7JsX8y1ysxY_25	129.3385488	130.7653061	25	7JsX8y1ysxY	LIKE HE WAS INCREDIBLE	2.6	1.4267572999999913
7JsX8y1ysxY_26	130.7653061	133.9580499	26	7JsX8y1ysxY	THE OTHER GUY THAT DID A REALLY GOOD JOB WAS UM JEFFREY DEAN MORGAN	1.8	3.192743799999988
7JsX8y1ysxY_27	135.4845805	136.5321995	27	7JsX8y1ysxY	HE DID A VERY GOOD JOB	2.0	1.0476189999999974
7JsX8y1ysxY_20	106.1911565	107.9371882	20	7JsX8y1ysxY	ILL TELL YOU WHO MADE THE MOVIE	0.8	1.746031699999989
7JsX8y1ysxY_21	107.9371882	113.9136054	21	7JsX8y1ysxY	WHO WAS JUST KICK ASS 100 OF TIME WAS THE GUY THAT PLAYED OUR RORSCHACH	1.8	5.9764172
7JsX8y1ysxY_22	120.2092971	121.5861678	22	7JsX8y1ysxY	BUT ANYWAYS HE WAS AWESOME	2.6	1.3768706999999978
7JsX8y1ysxY_23	126.1358277	127.6723356	23	7JsX8y1ysxY	I THOUGHT THAT WAS VERY COOL	2.4	1.5365079000000037
7JsX8y1ysxY_28	136.5321995	137.5698413	28	7JsX8y1ysxY	VERY DARK	-1.25	1.0376418000000172
7JsX8y1ysxY_29	137.5698413	139.6151927	29	7JsX8y1ysxY	UM I REALLY LIKED SICKO GUY	-1.5	2.045351399999987
7JsX8y1ysxY_1	10.75804989	12.66371882	1	7JsX8y1ysxY	UM GRAPHICS WERE INCREDIBLE	1.8	1.9056689299999992
7JsX8y1ysxY_3	14.98843537	17.08367347	3	7JsX8y1ysxY	SOME REALLY SUCKY ACTING	-2.6	2.0952381000000013
7JsX8y1ysxY_2	12.66371882	14.98843537	2	7JsX8y1ysxY	UM SOME REALLY GOOD ACTING	2.2	2.3247165499999998
7JsX8y1ysxY_5	32.66825397	47.93356009	5	7JsX8y1ysxY	COZ PEOPLE WERE LIKE EATING POPCORN AND YOU SEE THE FIRST SHOW AND PEOPLE YOU HEAR LIKE THIS THIS RIPPLE EFFECT OF WHISPERING OH MY GOD IS THAT A IS THAT AM I LOOKING AT THIS RIGHT WHAT	1.0	15.265306119999998
7JsX8y1ysxY_4	31.48095238	32.66825397	4	7JsX8y1ysxY	SO THIS WAS PRETTY FUNNY	1.4	1.1873015900000006
7JsX8y1ysxY_7	48.99115646	51.82471655	7	7JsX8y1ysxY	UM THERE COULDVE BEEN LESS BLUE NUDITY	-1.6	2.833560089999999
7JsX8y1ysxY_6	47.93356009	48.99115646	6	7JsX8y1ysxY	I THOUGHT THAT WAS REALLY FUNNY	1.6	1.0575963699999988
7JsX8y1ysxY_9	65.33401361	66.10226757	9	7JsX8y1ysxY	IT WAS FUNNY THOUGH	1.8	0.7682539599999956
7JsX8y1ysxY_8	51.82471655	65.33401361	8	7JsX8y1ysxY	BECAUSE WHAT WAS WEIRD WAS THE FACT THAT IN PART OF THE MOVIE HES WEARING LIKE A BLUE UM OVERALL FLONG THING MEDAL FLONG THING SO I WAS LIKE WHY NOT WEAR THE WHOLE WHOLE TIME YOU KNOW WHY WHY YOU GOT TO GO COMMAND ON US	-1.2	13.509297060000002
7JsX8y1ysxY_39	176.0124717	177.7784581	39	7JsX8y1ysxY	BUT UM YOU KNOW OVERALL IT WAS GOOD	1.8	1.7659864000000027
7JsX8y1ysxY_38	169.8863946	176.0124717	38	7JsX8y1ysxY	UM SO AT THE END THERES NOT REALLY A WHOLE LOT OF REDEEMING VALUE THAT I THINK YOU COME UP WITH	-1.8	6.126077100000003
7JsX8y1ysxY_11	72.37800454	73.42562358	11	7JsX8y1ysxY	ITS KIND OF WEIRD	-1.0	1.0476190400000007
7JsX8y1ysxY_10	66.10226757	66.67097506	10	7JsX8y1ysxY	HES FUNNY	2.0	0.5687074900000084
7JsX8y1ysxY_13	80.45963719	81.91632653	13	7JsX8y1ysxY	ALL RIGHT SO ENOUGH OF THE NUDITY	-1.6	1.4566893400000112
7JsX8y1ysxY_12	75.2414966	80.45963719	12	7JsX8y1ysxY	I DONT KNOW CLASSIC SUPERHERO KIND OF GETTING ON KIND OF THING	0.6	5.21814058999999
7JsX8y1ysxY_15	93.09092971	97.79024943	15	7JsX8y1ysxY	UM JUNIOR LADY GIRL I KNOW I I MEAN SHE LOOKED FAN FANTASTIC	-0.4	4.699319720000005
7JsX8y1ysxY_14	84.83968254	93.67959184	14	7JsX8y1ysxY	UM BUT WHAT SUCKED WHAT WAS BAD WAS MALIN AKERMAN THE GIRL WHO PLAYS THE SILK SPECTRE II	-2.2	8.839909300000002
7JsX8y1ysxY_17	98.98752834	100.4342404	17	7JsX8y1ysxY	SHE LOOKED LIKE A SUPERHERO	0.8	1.4467120599999959
7JsX8y1ysxY_16	97.79024943	98.98752834	16	7JsX8y1ysxY	SHE LOOKED PHENOMENAL	2.2	1.1972789099999943
7JsX8y1ysxY_19	102.1603175	105.253288	19	7JsX8y1ysxY	AND THERES A VAST DIFFERENCE BETWEEN THOSE TWO THINGS	-0.2	3.0929704999999927
7JsX8y1ysxY_18	100.4342404	102.1603175	18	7JsX8y1ysxY	BUT SHE ACTED LIKE POWER RANGER	-0.4	1.726077100000012
7JsX8y1ysxY_31	141.6106576	143.2369615	31	7JsX8y1ysxY	I WAS VERY IMPRESSED	2.2	1.6263039000000106
7JsX8y1ysxY_30	139.6151927	141.6106576	30	7JsX8y1ysxY	BUT UM HE DID A REALLY GOOD JOB AT ACTING	2.2	1.9954649000000018
7JsX8y1ysxY_37	166.8732426	169.8863946	37	7JsX8y1ysxY	AND IT SEEMED LIKE EVERYTHING WAS SORT OF OVERWHELMINGLY BAD	-1.6	3.013151999999991
7JsX8y1ysxY_36	160.6473923	166.8732426	36	7JsX8y1ysxY	AND UM THERES NOT IN MY OPINION THERE WASNT VERY MUCH OF A BALANCE BETWEEN SORT OF LIKE THE GOOD EVIL KIND OF THING	-1.6	6.2258502999999905
7JsX8y1ysxY_35	158.3126984	160.6473923	35	7JsX8y1ysxY	I WARN YOU ITS A VERY VERY DARK	-1.0	2.334693900000019
7JsX8y1ysxY_34	155.9380952	158.3126984	34	7JsX8y1ysxY	UM BUT ITS EXTREMELY DARK	-0.6	2.3746031999999957
7JsX8y1ysxY_33	153.8229025	155.9380952	33	7JsX8y1ysxY	AND ITS VERY VERY INTERESTING	1.4	2.1151926999999944
7JsX8y1ysxY_32	143.2369615	147.9263039	32	7JsX8y1ysxY	SO OVERALL ITS ITS LIKE A BLEND OF YOUVE GOT ALTERNATIVE HISTORY	0.6	4.689342399999987
8OtFthrtaJM_20	147.9063492	151.6478458	20	8OtFthrtaJM	OVERALL OVERALL IT HAD FAR TOO MANY PLOT HOLES	-1.8	3.741496600000005
8OtFthrtaJM_21	151.6478458	154.760771	21	8OtFthrtaJM	AND JUST NOT ENOUGH DEPTH TO BE INTERESTING	-2.2	3.1129252000000065
8OtFthrtaJM_22	154.760771	158.9412698	22	8OtFthrtaJM	I HAVE TO SAY MY FAVORITE CHARACTER IN THE ENTIRE MOVIE IS THE CHARACTER THOMPSON	2.0	4.180498799999981
8OtFthrtaJM_23	161.006576	169.6668934	23	8OtFthrtaJM	BUT HES JUST THE CREEPIEST OLD GUY YOULL EVER SEE IN YOUR LIFE HE STANDS OVER PEOPLE WHEN THEYRE ASLEEP JUST STARING AT THEM	-1.0	8.660317399999997
8OtFthrtaJM_1	16.6845805	19.49818594	1	8OtFthrtaJM	WHICH IS WHERE ALL GREAT RELATIONSHIPS SHOULD START	0.4	2.81360544
8OtFthrtaJM_3	56.50408163	65.11451247	3	8OtFthrtaJM	I LITERALLY SAID OUT LOUD WHAT QUE WHAT IS THIS MOVIE THAT I AM SEEING WHAT IS THIS	-2.4	8.610430839999992
8OtFthrtaJM_2	52.08412698	56.50408163	2	8OtFthrtaJM	AND JUST ITS VERY ITS VERY CHAOTIC AT THE END OF THIS MOVIE	-1.0	4.419954650000001
8OtFthrtaJM_5	67.21972789	70.96122449	5	8OtFthrtaJM	BUT THERES A REASON FOR THAT THERES A REASON FOR WHY I WAS CONFUSED	-0.2	3.741496600000005
8OtFthrtaJM_4	65.11451247	67.21972789	4	8OtFthrtaJM	I DO NOT UNDERSTAND THIS MOVIE	-2.0	2.1052154200000075
8OtFthrtaJM_7	79.63151927	80.9984127	7	8OtFthrtaJM	THANKS A LOT COMMERCIAL	-1.4	1.3668934300000046
8OtFthrtaJM_6	70.96122449	79.63151927	6	8OtFthrtaJM	FIRST OFF THE COMMERCIAL MAKES THE TERRIBLE TERRIBLE MISTAKE OF SAYING THAT IT IS MORE THOUGHT PROVOKING THAN INCEPTION	-2.6	8.670294779999992
8OtFthrtaJM_9	85.18888889	89.67868481	9	8OtFthrtaJM	BUT I MUST SAY THOSE ARE SOME PRETTY BIG SHOES TO FILL SO I THOUGHT MAYBE IT HAS A CHANCE	0.4	4.489795919999992
8OtFthrtaJM_8	80.9984127	85.18888889	8	8OtFthrtaJM	THE ENTIRE TIME I WAS CONSTANTLY COMPARING IT TO INCEPTION	-0.2	4.190476189999998
8OtFthrtaJM_11	91.61428571	97.9399093	11	8OtFthrtaJM	I WAS JUST WAITING FOR JOSEPH GORDON LEVITT TO COME OUT JUST JUMP OUT ANY TIME AND SAY ITS A PARADOX	-0.5	6.325623589999992
8OtFthrtaJM_10	89.67868481	91.61428571	10	8OtFthrtaJM	I I SHOULD GIVE IT A SHOT YOU KNOW	0.6	1.9356009000000114
8OtFthrtaJM_13	115.4900227	129.3684807	13	8OtFthrtaJM	WHICH KIND OF JUST RUINS THE SUSPENSE RIGHT THERE BECAUSE IF YOUVE GOT SOME CONVENIENT GUY IN A FEDORA TO JUST TELL YOU OH YES WE ARE THE ADJUSTEMENT BUREAU AND THIS IS WHAT WE DO YOU KNOW ITS JUST KIND OF RUINS THE SUSPENSE	-2.2	13.878457999999995
8OtFthrtaJM_12	97.9399093	105.8918367	12	8OtFthrtaJM	NOW THE ONLY SUSPENSFUL PART THAT I FOUND IN THE FIRST THIRTY MINUTES OF THE MOVIE WAS WHEN MATT DAMON FIRST DISCOVERS THE BUREAU IN THE FIRST PLACE	-0.8	7.951927400000002
8OtFthrtaJM_15	131.9825397	136.731746	15	8OtFthrtaJM	INTERESTINGLY IT TURNED OUT TO BE MORE OF A ROMANTIC COMEDY THAN IT WAS A THRILLER	0.0	4.749206299999997
8OtFthrtaJM_14	129.3684807	131.9825397	14	8OtFthrtaJM	AND NOW IM NOT IM NOT EXCITED ANYMORE	-1.4	2.6140589999999975
8OtFthrtaJM_17	139.0863946	140.6229025	17	8OtFthrtaJM	YOU KNOW IT WAS IT WAS FUNNY AT TIMES	1.0	1.5365079000000037
8OtFthrtaJM_16	136.731746	139.0863946	16	8OtFthrtaJM	UM YOU KNOW IT HAD SOME INTERESTING WRITING	0.6	2.3546486000000186
8OtFthrtaJM_19	143.1970522	147.9063492	19	8OtFthrtaJM	BUT JUST ASIDE FROM THAT THEY REALLY DROPPED THE BALL ON THE SUSPENSFUL PARTS	-2.2	4.709296999999992
