index	Dialogue_ID	Emotion	EndTime	Episode	Season	Sentiment	Speaker	SrNo	StartTime	Utterance	Utterance_ID	idx	elapse
dia311_utt5	311	joy	00:00:25,774	9	4	positive	Phoebe	3107	00:00:24,149	Yeah, it’s for our catering business!	5	311_5	1.625
dia311_utt6	311	neutral	00:00:27,985	9	4	neutral	Joey	3108	00:00:25,942	I think I know that girl.	6	311_6	2.043
dia311_utt7	311	joy	0:00:33,005	9	4	positive	Monica	3109	0:00:30,113	All right, umm, we’re not gonna really keep it this way though.	7	311_7	2.8920000000000003
dia311_utt8	311	surprise	0:00:33,762	9	4	negative	Rachel	3110	0:00:33,005	No?	8	311_8	0.757
dia311_utt9	311	neutral	00:00:36,910	9	4	neutral	Phoebe	3111	00:00:33,867	No, we’re gonna paint over the sword, and replace it with a baguette.	9	311_9	3.043
dia311_utt10	311	surprise	00:00:38,746	9	4	positive	Rachel	3112	00:00:37,078	Oh!	10	311_10	1.6680000000000001
dia311_utt11	311	neutral	00:00:42,166	9	4	neutral	Phoebe	3113	00:00:38,913	And also, we don’t know what to do with this.	11	311_11	3.253
dia311_utt12	311	neutral	00:00:47,212	9	4	neutral	Joey	3114	00:00:44,961	Oh yeah, I definitely know her.	12	311_12	2.2510000000000003
dia312_utt0	312	neutral	00:16:16,766	25	3	neutral	Ross	3115	00:16:14,598	You don’t know?! Rach, you balded my girlfriend!	0	312_0	2.168
dia312_utt1	312	anger	00:16:23,439	25	3	negative	Rachel	3116	00:16:16,934	All right! Ross, do you think it’s easy for me to see you with somebody else?	1	312_1	6.505000000000001
dia312_utt2	312	anger	00:16:25,650	25	3	negative	Ross	3117	00:16:23,607	Y'know, hey! You’re the one who ended it, remember?	2	312_2	2.043
dia312_utt3	312	neutral	00:16:29,862	25	3	neutral	Rachel	3118	00:16:25,818	Yeah, because I was	3	312_3	4.0440000000000005
dia312_utt4	312	sadness	0:16:32,283	25	3	negative	Ross	3119	0:16:31,240	You still love me?	4	312_4	1.0430000000000001
dia312_utt5	312	sadness	0:16:34,132	25	3	negative	Rachel	3120	0:16:32,283	Noo.	5	312_5	1.8490000000000002
dia312_utt6	312	neutral	00:16:37,662	25	3	neutral	Ross	3121	00:16:35,869	You still love me.	6	312_6	1.7930000000000001
dia312_utt7	312	surprise	00:16:40,331	25	3	positive	Rachel	3122	00:16:37,830	Oh, y-yeah, so, you-you love me!	7	312_7	2.5010000000000003
dia312_utt8	312	surprise	00:16:50,049	25	3	positive	Ross	3123	00:16:45,629	Noo, nnnnn. What does this mean? What do you, I mean do you wanna, get back together?	8	312_8	4.42
dia312_utt9	312	anger	0:16:50,301	25	3	negative	Rachel	3124	0:16:50,217	Noo!	9	312_9	0.084
dia312_utt10	312	surprise	0:16:52,780	25	3	positive	Rachel	3125	0:16:50,301	Maybe!	10	312_10	2.479
dia312_utt11	312	neutral	00:16:54,512	25	3	neutral	Rachel	3126	00:16:52,886	I, I don’t know.	11	312_11	1.6260000000000001
dia312_utt12	312	sadness	00:17:07,442	25	3	negative	Rachel	3127	00:16:56,890	Ross, I still can’t forgive you for what you did, I can’t, I just, but sometimes when I’m with you I just, I feel so...	12	312_12	10.552000000000001
dia312_utt13	312	sadness	00:17:08,735	25	3	negative	Ross	3128	00:17:07,609	What?!	13	312_13	1.1260000000000001
dia312_utt14	312	neutral	00:17:15,575	25	3	neutral	Rachel	3129	00:17:09,862	I just, I feel, I-I just...	14	312_14	5.713
dia312_utt15	312	neutral	00:17:15,575	25	3	neutral	Ross	3130	00:17:13,323	What?	15	312_15	2.2520000000000002
dia312_utt16	312	neutral	00:17:17,702	25	3	neutral	Rachel	3131	00:17:16,201	I feel...	16	312_16	1.5010000000000001
dia312_utt17	312	anger	00:17:31,799	25	3	negative	Chandler	3132	00:17:25,669	Noo!! I don’t care! I’m not, I’m not gonna playing one-on-one strip poker with you for practice!	17	312_17	6.130000000000001
dia312_utt18	312	sadness	00:17:34,052	25	3	negative	Joey	3133	00:17:31,967	But I made cards!!	18	312_18	2.085
dia312_utt19	312	neutral	00:17:41,100	25	3	neutral	Rachel	3134	00:17:35,179	Well! Good night.  I’m going upstairs.	19	312_19	5.921
dia312_utt20	312	neutral	00:17:43,227	25	3	neutral	Joey	3135	00:17:41,351	Good night.	20	312_20	1.8760000000000001
dia312_utt21	312	sadness	00:17:52,320	25	3	negative	Joey	3136	00:17:50,110	Wanna play strip poker for practice?	21	312_21	2.21
dia313_utt0	313	neutral	00:21:30,746	1	6	neutral	Joey	3137	00:21:29,705	What are you doing?	0	313_0	1.0410000000000001
dia313_utt1	313	neutral	00:21:32,456	1	6	neutral	Chandler	3138	00:21:30,956	The key’s stuck in the lock.	1	313_1	1.5
dia313_utt2	313	neutral	00:21:37,753	1	6	neutral	Joey	3139	00:21:32,666	I can fix it. Hold on.  Look out. Look out.	2	313_2	5.087000000000001
dia313_utt3	313	joy	00:21:45,261	1	6	positive	Chandler	3140	00:21:44,052	It still doesn’t work.	3	313_3	1.209
dia314_utt0	314	joy	00:02:34,611	25	6	positive	Rachel	3142	00:02:29,232	Isn’t it incredible?! Monica and Chandler, gettin’ married.	0	314_0	5.3790000000000004
dia314_utt1	314	joy	00:02:37,906	25	6	positive	Phoebe	3143	00:02:34,863	I know, they’re gonna be	1	314_1	3.043
dia314_utt2	314	joy	00:02:41,034	25	6	positive	Rachel	3144	00:02:38,324	Ohh… I mean two best friends falling in love, how often does that happen?	2	314_2	2.71
dia314_utt3	314	neutral	00:02:43,245	25	6	neutral	Phoebe	3145	00:02:41,286	Not	3	314_3	1.959
dia314_utt4	314	joy	00:02:45,831	25	6	positive	Rachel	3146	00:02:44,247	No! I’m so happy for them!	4	314_4	1.584
dia314_utt5	314	joy	00:02:48,500	25	6	positive	Phoebe	3147	00:02:46,082	Me too! So happy for them!	5	314_5	2.418
dia314_utt7	314	neutral	00:02:56,008	25	6	neutral	Phoebe	3149	00:02:52,172	Oh no! No God, definitely not jealous!	7	314_7	3.8360000000000003
dia314_utt8	314	neutral	00:03:06,518	25	6	neutral	Rachel	3150	00:03:05,018	I mean I’m probably 98% happy, maybe 2% jealous. And I mean what’s 2%? That’s nothing.	8	314_8	1.5
dia314_utt9	314	joy	00:03:13,400	25	6	positive	Phoebe	3151	00:03:06,769	Totally. I’m like 90/10.	9	314_9	6.631
dia314_utt10	314	neutral	00:03:13,400	25	6	neutral	Rachel	3152	00:03:10,982	Yeah me too.	10	314_10	2.418
dia314_utt11	314	neutral	00:03:20,365	25	6	neutral	Joey	3153	00:03:17,530	Hey uh, have you guys scene Chandler?	11	314_11	2.835
dia314_utt12	314	neutral	00:03:28,081	25	6	neutral	Rachel	3154	00:03:23,953	Wh—no, but y’know who did stop in here looking for ya, Tennille.	12	314_12	4.128
dia315_utt0	315	neutral	00:01:41,308	9	4	neutral	Monica	3155	00:01:38,056	Remember that guy from cooking school I told you about that put cilantro with everything?	0	315_0	3.2520000000000002
dia315_utt1	315	neutral	00:01:43,310	9	4	neutral	Phoebe	3156	00:01:41,476	Oh sure, Cilantro Larry.	1	315_1	1.834
dia315_utt2	315	joy	00:01:47,606	9	4	positive	Monica	3157	00:01:44,145	Well, I’m gonna fill in for him as food critic for the Chelsea Reporter.	2	315_2	3.4610000000000003
dia315_utt3	315	joy	00:01:54,321	9	4	positive	Monica	3158	00:01:47,774	Wow, Monica! What an amazing opportunity to influence… dozens of people.	3	315_3	6.547000000000001
dia315_utt4	315	anger	00:01:59,159	9	4	negative	Phoebe	3159	00:01:56,950	How could you say yes, what about our catering business?	4	315_4	2.209
dia315_utt5	315	neutral	00:02:03,956	9	4	neutral	Monica	3160	00:01:59,327	Oh no-no-no, it’s only one night a week, and plus I get to take all of you out for a	5	315_5	4.6290000000000004
dia315_utt6	315	joy	00:02:05,290	9	4	positive	All	3161	00:02:04,124	Yay!!	6	315_6	1.1660000000000001
dia315_utt7	315	joy	00:02:13,006	9	4	positive	Phoebe	3162	00:02:05,458	Oh, in that case——Yay!  That was me hopping on board.	7	315_7	7.548
dia315_utt8	315	joy	00:02:13,006	9	4	positive	Monica	3163	00:02:12,000	Oh.	8	315_8	1.006
dia315_utt9	315	joy	00:02:19,680	9	4	positive	Chandler	3164	00:02:13,883	Hey, you guys! Hey, Ross, quick question for ya. Are you ready to party?	9	315_9	5.797000000000001
dia316_utt0	316	neutral	00:00:05,421	8	4	neutral	Joey	3165	00:00:04,379	Hello.	0	316_0	1.042
dia316_utt1	316	neutral	00:00:07,000	8	4	neutral	Chandler	3166	00:00:05,588	Hey, it’s me.	1	316_1	1.4120000000000001
dia316_utt2	316	sadness	00:00:11,552	8	4	negative	Chandler	3167	00:00:05,588	I know you can’t stand to be in the same room as me, so I just thought I’d try and apologize over the phone.	2	316_2	5.964
dia316_utt3	316	neutral	00:00:18,100	8	4	neutral	Joey	3169	00:00:16,516	Hello.	3	316_3	1.584
dia316_utt4	316	fear	00:00:22,187	8	4	negative	Chandler	3170	00:00:19,019	Look I never should have kissed your girlfriend, but I’m	4	316_4	3.168
dia316_utt5	316	anger	00:00:27,109	8	4	negative	Joey	3171	00:00:26,067	Stop callin’!!	5	316_5	1.042
dia316_utt6	316	joy	00:00:34,283	8	4	positive	Voice	3172	00:00:27,277	Hey! Hey! Hey! This is 92.3, WXRK, K-Rock for our $1,000 daily challenge.	6	316_6	7.006
dia316_utt7	316	neutral	00:00:35,701	8	4	neutral	Joey	3173	00:00:34,451	All right!	7	316_7	1.25
dia316_utt8	316	neutral	00:00:41,874	8	4	neutral	Voice	3174	00:00:35,869	What is the name of your roommate who is very, very sorry and would do anything	8	316_8	6.005000000000001
dia317_utt0	317	neutral	00:03:30,375	11	7	neutral	Phoebe	3175	00:03:26,247	Joseph Francis Tribbiani are you home yet?!!	0	317_0	4.128
dia317_utt1	317	joy	00:03:32,586	11	7	positive	Rachel	3176	00:03:30,543	Umm, I think he’s still out. What’s wrong?	1	317_1	2.043
dia317_utt2	317	neutral	00:03:38,342	11	7	neutral	Phoebe	3177	00:03:32,754	Well, I’ll tell you Rachel Karen Green, I had plans with Joey tonight and he left me this note.	2	317_2	5.588
dia317_utt3	317	anger	00:03:44,139	11	7	negative	Rachel	3178	00:03:39,093	"""Pheebs, can’t make it, got a date. Talk to you later. Big Daddy.""  Big Daddy?"	3	317_3	5.046
dia317_utt4	317	neutral	00:03:48,060	11	7	neutral	Phoebe	3179	00:03:45,266	Oh that’s a nickname we were trying out.	4	317_4	2.794
dia317_utt5	317	joy	0:03:51,750	11	7	positive	Ross	3180	0:03:48,228	Hey, y’know what nickname never caught on? The Ross-A-Tron!	5	317_5	3.5220000000000002
dia317_utt6	317	joy	0:03:52,581	11	7	positive	Joey	3181	0:03:51,750	Hey!	6	317_6	0.8310000000000001
dia317_utt7	317	joy	00:03:58,195	11	7	positive	Phoebe	3182	00:03:55,401	Oh! Here’s Joseph Francis!	7	317_7	2.794
dia317_utt8	317	surprise	00:04:03,408	11	7	negative	Joey	3183	00:03:58,363	Oh-Wha-Ho! What are you middle naming me for?! I left you a note!	8	317_8	5.045
dia317_utt9	317	anger	00:04:05,953	11	7	negative	Phoebe	3184	00:04:03,576	So what?! That doesn’t give you the right to ditch me!	9	317_9	2.3770000000000002
dia317_utt10	317	anger	00:04:10,332	11	7	negative	Joey	3185	00:04:06,120	Hey, you can cancel plans with friends if there is the possibility for sex!	10	317_10	4.212000000000001
dia317_utt11	317	neutral	00:04:12,292	11	7	neutral	Ross	3186	00:04:10,500	Phoebe he’s right, that is the rule.	11	317_11	1.792
dia317_utt12	317	anger	00:04:13,752	11	7	negative	Phoebe	3187	00:04:12,460	I don’t accept this rule.	12	317_12	1.292
dia317_utt13	317	anger	00:04:16,338	11	7	negative	Phoebe	3188	00:04:13,920	When we make plans, I expect you to show up.	13	317_13	2.418
dia317_utt14	317	anger	00:04:19,758	11	7	negative	Phoebe	3189	00:04:16,506	Okay, I can’t just be a way to kill time ‘til you meet someone better!	14	317_14	3.2520000000000002
dia317_utt15	317	anger	00:04:24,638	11	7	negative	Phoebe	3190	00:04:19,926	Y’know boyfriends and girlfriends come and go, but this  is for life!	15	317_15	4.712000000000001
dia318_utt0	318	neutral	00:01:28,629	10	7	neutral	Rachel	3191	00:01:26,294	Did you know he was in there?	0	318_0	2.335
dia318_utt1	318	neutral	00:01:28,629	10	7	neutral	Monica	3192	00:01:27,629	No.	1	318_1	1.0
dia318_utt2	318	neutral	0:01:31,567	10	7	neutral	Chandler	3193	0:01:30,215	How long have we been home?	2	318_2	1.352
dia318_utt3	318	neutral	0:01:32,947	10	7	neutral	Monica	3194	0:01:31,567	About a half an hour.	3	318_3	1.3800000000000001
dia318_utt4	318	neutral	00:01:34,053	10	7	neutral	Chandler	3195	00:01:33,051	Love	4	318_4	1.002
dia319_utt0	319	neutral	00:17:40,058	23	3	neutral	Pete	3196	00:17:35,387	Lights.  Uh, romantic lights.	0	319_0	4.671
dia319_utt1	319	joy	00:17:42,977	23	3	positive	Monica	3197	00:17:40,476	Ooh, nice.	1	319_1	2.5010000000000003
dia319_utt2	319	neutral	00:17:46,564	23	3	neutral	Pete	3198	00:17:43,145	So ah, there was this thing I wanted to talk to you about.	2	319_2	3.419
dia319_utt3	319	neutral	00:17:50,610	23	3	neutral	Monica	3199	00:17:47,024	Oh, right! I completely forgot about that.	3	319_3	3.5860000000000003
dia319_utt4	319	neutral	00:17:59,494	23	3	neutral	Pete	3200	00:17:53,489	Well ah, I’ve been doing a lot of thinking, and I look at my life	4	319_4	6.005000000000001
dia319_utt5	319	neutral	00:17:59,494	23	3	neutral	Monica	3201	00:17:57,951	Yeah?	5	319_5	1.5430000000000001
dia319_utt6	319	anger	00:18:10,630	23	3	negative	Pete	3202	00:17:59,661	And I feel like I’ve conquered the business world, and I feel like I’ve conquered the intellectual world, and now I-I have the most beautiful woman in the world.	6	319_6	10.969000000000001
dia319_utt7	319	surprise	00:18:13,591	23	3	positive	Monica	3203	00:18:12,216	Wow.	7	319_7	1.375
dia319_utt8	319	sadness	00:18:16,385	23	3	negative	Pete	3204	00:18:14,676	There’s one thing missing.	8	319_8	1.709
dia319_utt9	319	neutral	00:18:18,930	23	3	neutral	Monica	3205	00:18:17,679	What’s that?	9	319_9	1.2510000000000001
dia319_utt10	319	neutral	00:18:23,559	23	3	neutral	Pete	3206	00:18:20,516	It’s time for me to conquer the physical world.	10	319_10	3.043
dia319_utt11	319	neutral	00:18:27,563	23	3	neutral	Monica	3207	00:18:26,063	Okay.	11	319_11	1.5
dia319_utt12	319	neutral	00:18:38,241	23	3	neutral	Pete	3208	00:18:28,857	Monica, I want to become  the Ultimate Fighting Champion.	12	319_12	9.384
dia319_utt13	319	surprise	00:18:38,241	23	3	negative	Monica	3209	00:18:36,532	You wanna what?!	13	319_13	1.709
dia319_utt14	319	joy	00:18:45,957	23	3	positive	Pete	3210	00:18:39,034	I want to become the Ultimate Fighting Champion! It’s the most intense physical competition in the world, it’s banned in 49 states!	14	319_14	6.923
dia319_utt15	319	surprise	00:18:48,376	23	3	negative	Monica	3211	00:18:46,542	What are you talking about?	15	319_15	1.834
dia319_utt16	319	neutral	00:18:56,592	23	3	neutral	Pete	3212	00:18:48,544	Okay, my trainer, Ho Chi, is teaching me a combination of Gee Koon Doe and Brazilian street fighting, I’ve even had my own octagon training ring designed.	16	319_16	8.048
dia319_utt17	319	joy	00:18:59,679	23	3	positive	Monica	3213	00:18:56,760	And I suppose you used a ring designer for that.	17	319_17	2.919
dia319_utt18	319	neutral	00:19:01,389	23	3	neutral	Pete	3214	00:19:00,055	Yeah.	18	319_18	1.334
dia319_utt19	319	joy	00:19:05,810	23	3	positive	Pete	3215	00:19:02,307	Monica, I want you there in the front row when I win.	19	319_19	3.503
dia319_utt20	319	joy	00:19:08,479	23	3	positive	Pete	3216	00:19:05,978	I want you close enough to smell the blood.	20	319_20	2.5010000000000003
dia319_utt21	319	neutral	00:19:12,150	23	3	neutral	Pete	3217	00:19:10,482	What do you think?	21	319_21	1.6680000000000001
dia319_utt22	319	disgust	00:19:15,653	23	3	negative	Monica	3218	00:19:13,402	My parents will be so happy.	22	319_22	2.2510000000000003
dia320_utt0	320	neutral	00:20:00,156	16	6	neutral	Chandler	3219	00:19:56,653	Okay to come in?	0	320_0	3.503
dia320_utt1	320	neutral	00:20:02,366	16	6	neutral	Monica	3220	00:19:56,653	Yeah, come on, eat, whatever you want. Dr. Roger got beeped again.	1	320_1	5.713
dia320_utt2	320	neutral	00:20:04,994	16	6	neutral	Chandler	3221	00:20:02,534	Yeah I know, guess who beeped him?	2	320_2	2.46
dia320_utt3	320	surprise	0:20:07,706	16	6	negative	Monica	3222	0:20:07,080	What?!	3	320_3	0.626
dia320_utt4	320	sadness	0:20:10,359	16	6	negative	Chandler	3223	0:20:07,706	I’m the ruptured spleen.	4	320_4	2.653
dia320_utt5	320	joy	00:20:15,504	16	6	positive	Monica	3224	00:20:11,919	Why would you do that?	5	320_5	3.5850000000000004
dia320_utt6	320	sadness	00:20:20,676	16	6	negative	Chandler	3225	00:20:19,134	Because you shouldn’t be with him.  You should be with me.	6	320_6	1.542
dia320_utt7	320	surprise	00:20:25,306	16	6	positive	Monica	3226	00:20:23,180	Really?	7	320_7	2.1260000000000003
dia320_utt8	320	sadness	00:20:27,892	16	6	negative	Chandler	3228	00:20:23,180	When you were talking about Roger, that was killing me!	8	320_8	4.712000000000001
dia320_utt9	320	neutral	00:20:30,394	16	6	neutral	Chandler	3229	00:20:28,060	Look, things like last night they don’t just happen.	9	320_9	2.334
dia320_utt10	320	neutral	00:20:34,732	16	6	neutral	Chandler	3231	00:20:30,562	Or at least not to me.	10	320_10	4.17
dia320_utt11	320	neutral	00:20:48,287	16	6	neutral	Chandler	3232	00:20:36,944	Or with the other two women, in the morning y’know I was just lying there and I couldn’t wait to just go hang out with my friends, but with you I always y’know with a friend.	11	320_11	11.343
dia320_utt12	320	surprise	00:20:52,708	16	6	positive	Monica	3233	00:20:49,122	Chandler!	12	320_12	3.5860000000000003
dia320_utt13	320	sadness	00:20:59,423	16	6	negative	Chandler	3234	00:20:49,122	"I know you probably don’t want to go out with me, y’know because I make too many jokes and I’ve never been in a serious relationship and I guess I’m not technically a ""doctor…"""	13	320_13	10.301
dia320_utt14	320	neutral	00:21:09,892	16	6	neutral	Monica	3235	00:21:07,683	There was just one woman, wasn’t there?	14	320_14	2.209
dia320_utt15	320	neutral	00:21:12,270	16	6	neutral	Chandler	3236	00:21:10,769	No, there were two.	15	320_15	1.5010000000000001
dia320_utt16	320	surprise	0:21:13,413	16	6	positive	Monica	3237	0:21:12,521	Including me?	16	320_16	0.892
dia320_utt17	320	joy	0:21:14,399	16	6	positive	Chandler	3238	0:21:13,413	Oh yeah.	17	320_17	0.9860000000000001
dia321_utt0	321	joy	0:16:34,301	7	8	positive	Phoebe	3239	0:16:33,659	Hey!	0	321_0	0.642
dia321_utt1	321	joy	0:16:36,092	7	8	positive	Eric	3240	0:16:34,301	Welcome back!	1	321_1	1.7910000000000001
dia321_utt2	321	joy	00:16:40,915	7	8	positive	Phoebe	3241	00:16:38,288	Hey!  Can we pick up where we left off?	2	321_2	2.6270000000000002
dia321_utt3	321	neutral	00:16:42,792	7	8	neutral	Eric	3242	00:16:41,083	I don’t know, I’m still pretty tired out from this afternoon.	3	321_3	1.709
dia321_utt4	321	surprise	0:16:43,586	7	8	positive	Phoebe	3243	0:16:42,960	Why?	4	321_4	0.626
dia321_utt5	321	neutral	0:16:45,311	7	8	neutral	Eric	3244	0:16:43,586	Uh, the sex.	5	321_5	1.725
dia321_utt6	321	surprise	0:16:46,339	7	8	positive	Phoebe	3245	0:16:45,421	What sex?	6	321_6	0.918
dia321_utt7	321	joy	0:16:47,400	7	8	positive	Eric	3246	0:16:46,339	Our sex.	7	321_7	1.0610000000000002
dia321_utt8	321	surprise	00:16:48,881	7	8	positive	Phoebe	3247	00:16:47,506	We didn’t have sex.	8	321_8	1.375
dia321_utt9	321	neutral	00:16:53,720	7	8	neutral	Eric	3248	00:16:47,506	Well if I didn’t have sex with you, I had sex with someone that looked an awful lot like	9	321_9	6.214
dia321_utt10	321	disgust	0:16:59,226	7	8	negative	Phoebe	3249	0:16:55,889	Ew! Ew! Ew! Ew! Ew! Ew!	10	321_10	3.337
dia321_utt11	321	disgust	0:17:00,332	7	8	negative	Eric	3250	0:16:59,226	Oh no! Oh no! Oh no! Oh no! No! No! No!	11	321_11	1.106
dia322_utt0	322	disgust	00:14:22,569	8	8	negative	Monica	3251	00:14:17,189	Oh my God Stu! I-I can’t believe you did this! Now are you absolutely sure she’s a hooker?	0	322_0	5.38
dia322_utt1	322	surprise	00:14:26,531	8	8	negative	Stu	3252	00:14:22,820	Either that or she’s just the best, most expensive date I ever had.	1	322_1	3.7110000000000003
dia323_utt0	323	sadness	00:02:31,316	25	3	negative	Monica	3253	00:02:23,935	Would you look at them. Am I ever gonna find a boyfriend again? I gonna die an old maid.	0	323_0	7.381
dia324_utt0	324	neutral	0:00:10,427	1	4	neutral	Phoebe Sr.	3254	0:00:09,551	I’m your mother.	0	324_0	0.876
dia324_utt1	324	surprise	0:00:11,614	1	4	negative	Phoebe	3255	0:00:10,427	Ehh?	1	324_1	1.187
dia324_utt2	324	neutral	00:00:14,430	1	4	neutral	Joey	3256	00:00:11,720	Oh, and then Monica joked that she wouldn’t go out with a guy like Chandler...	2	324_2	2.71
dia324_utt3	324	neutral	00:00:16,098	1	4	neutral	Chandler	3257	00:00:14,597	Hi there.	3	324_3	1.5010000000000001
dia324_utt4	324	neutral	00:00:20,394	1	4	neutral	Joey	3258	00:00:14,597	...and he couldn’t let it go, and... I don’t really know what happened with that either.	4	324_4	5.797000000000001
dia324_utt5	324	neutral	00:00:30,404	1	4	neutral	Joey	3260	00:00:16,266	And then Ross’s new girlfriend, Bonnie, shows up and Rachel convinced her to save her head.	5	324_5	14.138000000000002
dia324_utt6	324	neutral	00:00:30,404	1	4	neutral	Joey	3261	00:00:22,939	And then Ross and Rachel kiss, and now Ross has to choose between Rachel and the bald girl and I don’t know what happened there either...	6	324_6	7.465000000000001
dia324_utt7	324	neutral	00:00:32,823	1	4	neutral	Joey	3262	00:00:30,572	Y'know what, hold on, let me go get Chandler.	7	324_7	2.2510000000000003
dia325_utt0	325	neutral	00:19:53,441	18	7	neutral	Ross	3263	00:19:50,480	Uh Mr. Morse, can I speak to you for a moment?	0	325_0	2.9610000000000003
dia326_utt0	326	sadness	00:20:58,130	1	8	negative	Phoebe	3264	00:20:55,587	Well yeah, I lied before.	0	326_0	2.543
dia326_utt1	326	surprise	00:20:59,590	1	8	positive	Rachel	3265	00:20:58,298	Oh!	1	326_1	1.292
dia326_utt2	326	surprise	00:21:03,010	1	8	positive	Monica	3266	00:20:58,298	Oh God	2	326_2	4.712000000000001
dia326_utt3	326	neutral	0:21:05,100	1	8	neutral	Phoebe	3267	0:21:03,178	Now you know how you really feel about it.	3	326_3	1.9220000000000002
dia326_utt4	326	surprise	0:21:08,064	1	8	negative	Rachel	3268	0:21:05,100	Oh-oh, that’s a risky little game!	4	326_4	2.964
dia326_utt5	326	fear	00:21:12,853	1	8	negative	Monica	3269	00:21:11,353	Are you really gonna do this?	5	326_5	1.5
dia326_utt6	326	joy	00:21:18,442	1	8	positive	Rachel	3270	00:21:15,023	Yeah. I’m gonna have a baby. I’m gonna have a baby. I’m gonna have a baby!	6	326_6	3.419
dia326_utt7	326	neutral	0:21:30,789	1	8	neutral	Phoebe	3271	0:21:30,330	With who?	7	326_7	0.459
dia326_utt8	326	neutral	0:21:33,954	1	8	neutral	Rachel	3272	0:21:30,789	Ah, it’s still not the time.	8	326_8	3.165
dia327_utt0	327	anger	00:18:21,265	22	5	negative	Phoebe	3273	00:18:18,555	You said I was boring--Ohh!	0	327_0	2.71
dia327_utt1	327	neutral	00:18:25,770	22	5	neutral	Ross	3274	00:18:24,269	When did I say you were boring?!	1	327_1	1.5010000000000001
dia327_utt2	327	surprise	00:18:29,065	22	5	positive	Phoebe	3275	00:18:25,979	Oh my God, I remember now! We were playing chess!	2	327_2	3.0860000000000003
dia327_utt3	327	neutral	00:18:32,235	22	5	neutral	Ross	3276	00:18:29,274	Phoebe! You and I have	3	327_3	2.9610000000000003
dia327_utt4	327	joy	00:18:33,486	22	5	positive	Phoebe	3277	00:18:32,444	Oh, come on!	4	327_4	1.042
dia327_utt5	327	neutral	00:18:37,615	22	5	neutral	Phoebe	3278	00:18:33,654	Yes, remember that time on the frozen lake?	5	327_5	3.9610000000000003
dia327_utt6	327	anger	00:18:41,744	22	5	negative	Phoebe	3279	00:18:37,783	We were playing chess, you said I was boring, and then you took off your energy mask and you were Cameron Diaz!	6	327_6	3.9610000000000003
dia327_utt7	327	neutral	00:18:47,333	22	5	neutral	Phoebe	3280	00:18:44,832	Okay, there's a	7	327_7	2.5010000000000003
dia328_utt0	328	anger	00:21:22,989	14	6	negative	Jill	3281	00:21:20,279	All right, I’m leaving!	0	328_0	2.71
dia328_utt1	328	anger	00:21:25,658	14	6	negative	Jill	3282	00:21:20,279	Because I’m not going to spend one more day with someone whose out to sabotage my every move.	1	328_1	5.3790000000000004
dia328_utt2	328	anger	00:21:27,076	14	6	negative	Jill	3283	00:21:25,867	That’s you Rachel!	2	328_2	1.209
dia328_utt3	328	neutral	00:21:29,328	14	6	neutral	Rachel	3284	00:21:28,161	Yeah, I got that.	3	328_3	1.167
dia328_utt4	328	anger	00:21:34,458	14	6	negative	Jill	3285	00:21:29,955	And you! I throw myself at you and you say no, how gay are you?	4	328_4	4.503
dia328_utt5	328	neutral	00:21:42,008	14	6	neutral	Ross	3286	00:21:39,923	You take care Jill.	5	328_5	2.085
dia328_utt6	328	joy	0:21:42,968	14	6	positive	Jill	3287	0:21:42,217	Okay, see ya!	6	328_6	0.751
dia328_utt7	328	joy	0:21:45,117	14	6	positive	Joey	3288	0:21:42,968	Bye-bye	7	328_7	2.149
dia328_utt8	328	sadness	00:21:53,436	14	6	negative	Chandler	3290	00:21:46,471	I-I can’t believe Jill’s gone.  I can’t help it, I opened a gate.	8	328_8	6.965000000000001
dia329_utt0	329	joy	00:12:52,103	6	6	positive	Monica	3291	00:12:50,478	How about, you’re moving!!	0	329_0	1.625
dia329_utt1	329	anger	00:13:07,869	6	6	negative	Rachel	3292	00:13:02,865	Look! This is ridiculous. We should be packing you!!	1	329_1	5.0040000000000004
dia329_utt2	329	neutral	0:13:11,249	6	6	neutral	Phoebe	3293	0:13:09,830	Hey, how are you guys doing?	2	329_2	1.419
dia329_utt3	329	joy	0:13:12,931	6	6	positive	Rachel	3294	0:13:11,249	Great! Monica’s moving!	3	329_3	1.6820000000000002
dia329_utt4	329	anger	00:13:15,460	6	6	negative	Monica	3295	00:13:14,376	I am not!	4	329_4	1.084
dia329_utt5	329	surprise	00:13:18,671	6	6	negative	Rachel	3296	00:13:15,628	Oh really?! Then how come all your stuff is in this box?!	5	329_5	3.043
dia329_utt6	329	neutral	00:13:22,258	6	6	neutral	Phoebe	3297	00:13:18,839	Okay, you guys. You guys I think I know what’s going on here. Okay, you guys	6	329_6	3.419
dia329_utt7	329	anger	0:13:35,106	6	6	negative	Monica	3298	0:13:33,854	No Phoebe I am mad!	7	329_7	1.252
dia329_utt8	329	neutral	0:13:36,127	6	6	neutral	Phoebe	3299	0:13:35,106	Well, deep-deep-deep down!	8	329_8	1.0210000000000001
dia329_utt9	329	anger	00:13:37,732	6	6	negative	Rachel	3300	00:13:36,273	Yeah, I’m just mad!	9	329_9	1.459
dia329_utt10	329	neutral	00:13:39,692	6	6	neutral	Phoebe	3301	00:13:38,567	Then keep running.	10	329_10	1.125
dia330_utt0	330	neutral	00:04:12,334	14	4	neutral	Joshua	3302	00:04:08,998	Okay!	0	330_0	3.3360000000000003
